,Title:,Congress-Session:,Date:,Citation:,Bill:,Bill Profile:,Bill Status:,Bill Sponsor:,Permalink:,Chamber:,Version Date:,Cosponsors:,Subtitle:,Summary,PDF,TEXT,TEXT_Content
33,116 H. J. Res. 95 (Introduced in the House),116- 2,"September 24, 2020",116 H. J. Res. 95,HJRes 95,Retrieve Bill Profile Report,Introduced in the House,Representative Collin Clark Peterson (D - MN),https://congressional-proquest-com.ezp-prod1.hul.harvard.edu/congressional/docview/t01.d02.116_hjres_95_ih?accountid=11311,None,None,None,None,Proposing an amendment to the Constitution of the United States to require that the Supreme Court of the United States be composed of nine justices.,C:\Users\sal853\Documents\congressional_record\data\bills-116hjres95ih.pdf,C:\Users\sal853\Documents\congressional_record\data_txt\bills-116hjres95ih.txt,"IA

116TH CONGRESS
2D SESSION

H. J. RES. 95

Proposing an amendment to the Constitution of the United States to require
that the Supreme Court of the United States be composed of nine justices.

IN THE HOUSE OF REPRESENTATIVES
SEPTEMBER 24, 2020
Mr. PETERSON (for himself and Mr. RIGGLEMAN) submitted the following
joint resolution; which was referred to the Committee on the Judiciary

JOINT RESOLUTION
Proposing an amendment to the Constitution of the United
States to require that the Supreme Court of the United
States be composed of nine justices.
1

Resolved by the Senate and House of Representatives

2 of the United States of America in Congress assembled
3 (two-thirds of each House concurring therein), That the fol4 lowing article is proposed as an amendment to the Con5 stitution of the United States, which shall be valid to all
6 intents and purposes as part of the Constitution when

khammond on DSKJM1Z7X2PROD with BILLS

7 ratified by the legislatures of three-fourths of the several
8 States within seven years after the date of its submission
9 for ratification:

VerDate Sep 11 2014

23:13 Sep 25, 2020

Jkt 099200

PO 00000

Frm 00001

Fmt 6652

Sfmt 6201

E:\BILLS\HJ95.IH

HJ95

2
1
2

‘‘ARTICLE —
‘‘The Supreme Court of the United States shall be

3 composed of nine justices.’’.

khammond on DSKJM1Z7X2PROD with BILLS

Æ

•HJ 95 IH
VerDate Sep 11 2014

23:13 Sep 25, 2020

Jkt 099200

PO 00000

Frm 00002

Fmt 6652

Sfmt 6301

E:\BILLS\HJ95.IH

HJ95

"
34,109 H. J. Res. 1 (Introduced in the House),109- 1,"January 04, 2005",109 H. J. Res. 1,HJRes 1,Retrieve Bill Profile Report,Introduced in the House,Delegate Donna M. Christensen (D - VI),https://congressional-proquest-com.ezp-prod1.hul.harvard.edu/congressional/docview/t01.d02.109_hjres_1_ih?accountid=11311,None,None,None,None,Proposing an amendment to the Constitution of the United States regarding presidential election voting rights for residents of all United States territories and commonwealths.,C:\Users\sal853\Documents\congressional_record\data\bills-109hjres1ih.pdf,C:\Users\sal853\Documents\congressional_record\data_txt\bills-109hjres1ih.txt,"IA

109TH CONGRESS
1ST SESSION

H. J. RES. 1

Proposing an amendment to the Constitution of the United States regarding
presidential election voting rights for residents of all United States territories and commonwealths.

IN THE HOUSE OF REPRESENTATIVES
JANUARY 4, 2005
Mrs. CHRISTENSEN (for herself and Ms. BORDALLO) introduced the following
joint resolution; which was referred to the Committee on the Judiciary

JOINT RESOLUTION
Proposing an amendment to the Constitution of the United
States regarding presidential election voting rights for
residents of all United States territories and commonwealths.
1

Resolved by the Senate and House of Representatives

2 of the United States of America in Congress assembled
3 (two-thirds of each House concurring therein), That the fol4 lowing article is proposed as an amendment to the Con5 stitution of the United States, which shall be valid to all
6 intents and purposes as part of the Constitution when
7 ratified by the legislatures of three-fourths of the several

2
1 States within seven years after the date of its submission
2 for ratification:
3
4

‘‘ARTICLE —
‘‘SECTION 1. The right of citizens of the United

5 States to vote in the election for President and Vice Presi6 dent shall not be denied or abridged by the United States
7 or by any State on account of residency in a territory or
8 commonwealth of the United States.
9

‘‘SECTION 2. The Congress shall have power to en-

10 force this article by appropriate legislation.’’.

Æ

•HJ 1 IH

"
35,110 H. J. Res. 29 (Introduced in the House),110- 1,"February 13, 2007",110 H. J. Res. 29,HJRes 29,Retrieve Bill Profile Report,Introduced in the House,Representative Jesse Louis Jackson Jr. (D - IL),https://congressional-proquest-com.ezp-prod1.hul.harvard.edu/congressional/docview/t01.d02.110_hjres_29_ih?accountid=11311,None,None,None,None,Proposing an amendment to the Constitution of the United States regarding the right of all citizens of the United States to a public education of equal high quality.,C:\Users\sal853\Documents\congressional_record\data\bills-110hjres29ih.pdf,C:\Users\sal853\Documents\congressional_record\data_txt\bills-110hjres29ih.txt,"IA

110TH CONGRESS
1ST SESSION

H. J. RES. 29

Proposing an amendment to the Constitution of the United States regarding
the right of all citizens of the United States to a public education
of equal high quality.

IN THE HOUSE OF REPRESENTATIVES
Mr. JACKSON

FEBRUARY 13, 2007
of Illinois introduced the following joint resolution; which was
referred to the Committee on the Judiciary

JOINT RESOLUTION
Proposing an amendment to the Constitution of the United
States regarding the right of all citizens of the United
States to a public education of equal high quality.
1

Resolved by the Senate and House of Representatives

2 of the United States of America in Congress assembled
3 (two-thirds of each House concurring therein), That the fol4 lowing article is proposed as an amendment to the Con5 stitution of the United States, which shall be valid to all
6 intents and purposes as part of the Constitution when

bajohnson on PROD1PC77 with BILLS

7 ratified by the legislatures of three-fourths of the several
8 States:

VerDate Aug 31 2005

23:57 Feb 14, 2007

Jkt 059200

PO 00000

Frm 00001

Fmt 6652

Sfmt 6201

E:\BILLS\HJ29.IH

HJ29

2
1
2

‘‘ARTICLE —
‘‘SECTION 1. All persons shall enjoy the right to a

3 public education of equal high quality.
4

‘‘SECTION 2. The Congress shall have power to en-

5 force and implement this article by appropriate legisla6 tion.’’.

bajohnson on PROD1PC77 with BILLS

Æ

•HJ 29 IH
VerDate Aug 31 2005

23:57 Feb 14, 2007

Jkt 059200

PO 00000

Frm 00002

Fmt 6652

Sfmt 6301

E:\BILLS\HJ29.IH

HJ29

"
36,109 H. J. Res. 42 (Introduced in the House),109- 1,"April 14, 2005",109 H. J. Res. 42,HJRes 42,Retrieve Bill Profile Report,Introduced in the House,Representative Victor F. Snyder (D - AR),https://congressional-proquest-com.ezp-prod1.hul.harvard.edu/congressional/docview/t01.d02.109_hjres_42_ih?accountid=11311,None,None,None,None,"Proposing an amendment to the Constitution of the United States to permit persons who are not natural-born citizens of the United States, but who have been citizens of the United States for at least 35 years, to be eligible to hold the offices of President and Vice President.",C:\Users\sal853\Documents\congressional_record\data\bills-109hjres42ih.pdf,C:\Users\sal853\Documents\congressional_record\data_txt\bills-109hjres42ih.txt,"IA

109TH CONGRESS
1ST SESSION

H. J. RES. 42

Proposing an amendment to the Constitution of the United States to permit
persons who are not natural-born citizens of the United States, but
who have been citizens of the United States for at least 35 years,
to be eligible to hold the offices of President and Vice President.

IN THE HOUSE OF REPRESENTATIVES
APRIL 14, 2005
Mr. SNYDER (for himself and Mr. SHAYS) introduced the following joint
resolution; which was referred to the Committee on the Judiciary

JOINT RESOLUTION
Proposing an amendment to the Constitution of the United
States to permit persons who are not natural-born citizens of the United States, but who have been citizens
of the United States for at least 35 years, to be eligible
to hold the offices of President and Vice President.
1

Resolved by the Senate and House of Representatives

2 of the United States of America in Congress assembled
3 (two-thirds of each House concurring therein), That the fol4 lowing article is proposed as an amendment to the Con5 stitution of the United States, which shall be valid to all
6 intents and purposes as part of the Constitution when

2
1 ratified by the legislatures of three-fourths of the several
2 States after the date of its submission for ratification:
3
4

‘‘ARTICLE —
‘‘A person who has been a citizen of the United

5 States for at least 35 years and who has been a resident
6 within the United States for at least 14 years shall be
7 eligible to hold the office of President or Vice President.’’.

Æ

•HJ 42 IH

"
37,103 H. J. Res. 164 (Introduced in the House),103- 1,"March 24, 1993",103 H. J. Res. 164,HJRes 164,Retrieve Bill Profile Report,Introduced in the House,Representative Karen Shepherd (D - UT),https://congressional-proquest-com.ezp-prod1.hul.harvard.edu/congressional/docview/t01.d02.103_hjres_164_ih?accountid=11311,None,None,None,None,Proposing an amendment to the Constitution of the United States to provide a limitation on the terms of United States Senators and Representatives.,C:\Users\sal853\Documents\congressional_record\data\bills-103hjres164ih.pdf,C:\Users\sal853\Documents\congressional_record\data_txt\bills-103hjres164ih.txt,"IA

103D CONGRESS
1ST SESSION

H. J. RES. 164

Proposing an amendment to the Constitution of the United States to provide
a limitation on the terms of United States Senators and Representatives.

IN THE HOUSE OF REPRESENTATIVES
Mr. SHEPHERD

MARCH 24, 1993
introduced the following joint resolution; which was referred
to the Committee on the Judiciary

JOINT RESOLUTION
Proposing an amendment to the Constitution of the United
States to provide a limitation on the terms of United
States Senators and Representatives.
1

Resolved by the Senate and House of Representatives

2 of the United States of America in Congress assembled,
3 (two-thirds of each House concurring therein), That the fol4 lowing article is proposed as an amendment to the Con5 stitution of the United States, which shall be valid to all
6 intents and purposes as part of the Constitution when
7 ratified by the legislatures of three-fourths of the several

2
1 States within seven years after the date of its submission
2 for ratification:
3
4

‘‘ARTICLE —
‘‘SECTION 1. No person shall serve in the United

5 States Congress more than two full terms as a Senator
6 or more than six full terms as a Representative.
7

‘‘SECTION 2. Section 1 shall take effect at the begin-

8 ning of the first even-numbered year that begins after the
9 date of the adoption of this article of amendment. For the
10 purposes of that section, service before that section takes
11 effect shall not be included in computing the terms a
12 person has served.’’.
Æ

•HJ 164 IH

"
38,104 H. J. Res. 48 (Introduced in the House),104- 1,"January 05, 1995",104 H. J. Res. 48,HJRes 48,Retrieve Bill Profile Report,Introduced in the House,Representative Edward R. Royce (R - CA),https://congressional-proquest-com.ezp-prod1.hul.harvard.edu/congressional/docview/t01.d02.104_hjres_48_ih?accountid=11311,None,None,None,None,"Entitled the ``Citizen's Tax Protection Amendment'', proposing an amendment to the Constitution of the United States to prohibit retroactive taxation.",C:\Users\sal853\Documents\congressional_record\data\bills-104hjres48ih.pdf,C:\Users\sal853\Documents\congressional_record\data_txt\bills-104hjres48ih.txt,"IA

104TH CONGRESS
1ST SESSION

H. J. RES. 48

Entitled the ‘‘Citizen’s Tax Protection Amendment’’, proposing an amendment
to the Constitution of the United States to prohibit retroactive taxation.

IN THE HOUSE OF REPRESENTATIVES
Mr. ROYCE

JANUARY 5, 1995
introduced the following joint resolution; which was referred to the
Committee on the Judiciary

JOINT RESOLUTION
Entitled the ‘‘Citizen’s Tax Protection Amendment’’, proposing an amendment to the Constitution of the United
States to prohibit retroactive taxation.
1

Resolved by the Senate and House of Representatives

2 of the United States of America in Congress assembled
3 (two-thirds of each House concurring therein), That the fol4 lowing article is proposed as an amendment to the Con5 stitution of the United States, which shall be valid to all
6 intents and purposes as part of the Constitution when
7 ratified by the legislatures of three-fourths of the several
8 States:

2
1
2

‘‘ARTICLE —
‘‘Congress shall pass no law increasing taxes or fees

3 which takes effect prior to its enactment.’’.

Æ

•HJ 48 IH

"
39,104 H. J. Res. 91 (Introduced in the House),104- 1,"May 23, 1995",104 H. J. Res. 91,HJRes 91,Retrieve Bill Profile Report,Introduced in the House,Representative Marshall Sanford (R - SC),https://congressional-proquest-com.ezp-prod1.hul.harvard.edu/congressional/docview/t01.d02.104_hjres_91_ih?accountid=11311,None,None,None,None,Proposing an amendment to the Constitution of the United States to allow the States to limit the period of time United States Senators and Representatives may serve.,C:\Users\sal853\Documents\congressional_record\data\bills-104hjres91ih.pdf,C:\Users\sal853\Documents\congressional_record\data_txt\bills-104hjres91ih.txt,"IA

104TH CONGRESS
1ST SESSION

H. J. RES. 91

Proposing an amendment to the Constitution of the United States to allow
the States to limit the period of time United States Senators and Representatives may serve.

IN THE HOUSE OF REPRESENTATIVES
Mr. SANFORD

MAY 23, 1995
introduced the following joint resolution; which was referred to
the Committee on the Judiciary

JOINT RESOLUTION
Proposing an amendment to the Constitution of the United
States to allow the States to limit the period of time
United States Senators and Representatives may serve.
1

Resolved by the Senate and House of Representatives

2 of the United States of America in Congress assembled
3 (two-thirds of each House concurring therein), That the fol4 lowing article is proposed as an amendment to the Con5 stitution of the United States, which shall be valid to all
6 intents and purposes as part of the Constitution when
7 ratified by the legislatures of three-fourths of the several
8 States:

2
1
2

‘‘ARTICLE —
‘‘SECTION 1. Each State or the people thereof may

3 prescribe the maximum number of terms to which a per4 son may be elected or appointed to the Senate of the
5 United States.
6

‘‘SECTION 2. Each State or the people thereof may

7 prescribe the maximum number of terms to which a per8 son may be elected to the House of Representatives of the
9 United States.
10

‘‘SECTION 3. This article shall become inoperative un-

11 less it shall have been ratified by the legislatures of three12 fourths of the several States within seven years from the
13 date of its submission to the States by the Congress.’’.

Æ

HJ 91 IH

"
40,103 H. J. Res. 340 (Introduced in the House),103- 2,"March 16, 1994",103 H. J. Res. 340,HJRes 340,Retrieve Bill Profile Report,Introduced in the House,Representative Charles H. Taylor (R - NC),https://congressional-proquest-com.ezp-prod1.hul.harvard.edu/congressional/docview/t01.d02.103_hjres_340_ih?accountid=11311,None,None,None,None,Proposing an amendment to the Constitution of the United States to provide that no person born to parents who are unlawfully in the United States at the time of the birth shall be a United States citizen on account of birth in the United States.,C:\Users\sal853\Documents\congressional_record\data\bills-103hjres340ih.pdf,C:\Users\sal853\Documents\congressional_record\data_txt\bills-103hjres340ih.txt,"IA

103D CONGRESS
2D SESSION

H. J. RES. 340

Proposing an amendment to the Constitution of the United States to provide
that no person born to parents who are unlawfully in the United States
at the time of the birth shall be a United States citizen on account
of birth in the United States.

IN THE HOUSE OF REPRESENTATIVES
MARCH 16, 1994
Mr. TAYLOR of North Carolina (for himself and Mr. SOLOMON) introduced the
following joint resolution; which was referred to the Committee on the
Judiciary

JOINT RESOLUTION
Proposing an amendment to the Constitution of the United
States to provide that no person born to parents who
are unlawfully in the United States at the time of the
birth shall be a United States citizen on account of
birth in the United States.
1

Resolved by the Senate and House of Representatives

2 of the United States of America in Congress assembled
3 (two-thirds of each House concurring therein), That the fol4 lowing article is proposed as an amendment to the Con-

2
1 stitution of the United States, which shall be valid to all
2 intents and purposes as part of the Constitution when
3 ratified by the legislatures of three-fourths of the several
4 States within seven years after the date of its submission
5 to the States for ratification:
6
7

‘‘ARTICLE —
‘‘SECTION 1. No person born in the United States

8 after the date of the ratification of this article shall be
9 a citizen of the United States, or of any State, on account
10 of birth in the United States unless the mother or father
11 of the person is a citizen of the United States, is lawfully
12 in the United States, or has a lawful status under the im13 migration laws of the United States, at the time of the
14 birth.
15

‘‘SECTION 2. The Congress shall have power to en-

16 force this article by appropriate legislation.’’.
Æ

•HJ 340 IH

"
41,112 H. J. Res. 34 (Introduced in the House),112- 1,"February 14, 2011",112 H. J. Res. 34,HJRes 34,Retrieve Bill Profile Report,Introduced in the House,Representative Jesse Louis Jackson Jr. (D - IL),https://congressional-proquest-com.ezp-prod1.hul.harvard.edu/congressional/docview/t01.d02.112_hjres_34_ih?accountid=11311,None,None,None,None,Proposing an amendment to the Constitution of the United States relative to taxing the people of the United States progressively.,C:\Users\sal853\Documents\congressional_record\data\bills-112hjres34ih.pdf,C:\Users\sal853\Documents\congressional_record\data_txt\bills-112hjres34ih.txt,"IA

112TH CONGRESS
1ST SESSION

H. J. RES. 34

Proposing an amendment to the Constitution of the United States relative
to taxing the people of the United States progressively.

IN THE HOUSE OF REPRESENTATIVES
Mr. JACKSON

FEBRUARY 14, 2011
of Illinois introduced the following joint resolution; which was
referred to the Committee on the Judiciary

JOINT RESOLUTION
Proposing an amendment to the Constitution of the United
States relative to taxing the people of the United States
progressively.
1

Resolved by the Senate and House of Representatives

2 of the United States of America in Congress assembled
3 (two-thirds of each House concurring therein), That the fol4 lowing article is proposed as an amendment to the Con5 stitution of the United States, which shall be valid to all
6 intents and purposes as part of the Constitution when

tjames on DSKG8SOYB1PROD with BILLS

7 ratified by the legislatures of three-fourths of the several
8 States:

VerDate Mar 15 2010

05:46 Feb 15, 2011

Jkt 099200

PO 00000

Frm 00001

Fmt 6652

Sfmt 6201

E:\BILLS\HJ34.IH

HJ34

2
1
2

‘‘ARTICLE —
‘‘SECTION 1. The Congress of the United States shall

3 tax all persons progressively in proportion to the income
4 which they respectively enjoy under the protection of the
5 United States.
6

‘‘SECTION 2. The Congress shall have power to en-

7 force and implement this article by appropriate legisla8 tion.’’.

tjames on DSKG8SOYB1PROD with BILLS

Æ

•HJ 34 IH
VerDate Mar 15 2010

05:46 Feb 15, 2011

Jkt 099200

PO 00000

Frm 00002

Fmt 6652

Sfmt 6301

E:\BILLS\HJ34.IH

HJ34

"
42,101 H. J. Res. 87 (Introduced in the House),101- 1,"January 20, 1989",101 H.J.Res. 87,HJRes 87,Retrieve Bill Profile Report,AS INTRODUCED IN THE HOUSE,Representative Robert Kenneth Dornan (R - CA),https://congressional-proquest-com.ezp-prod1.hul.harvard.edu/congressional/docview/t01.d02.101_hjres_87_ih?accountid=11311,U.S. House of Representatives,"January 20, 1989 Version: -- 1",None,None,JOINT RESOLUTION Proposing an amendment to the Constitution of the United States limiting the number of consecutive terms members of the United States Senate and House of Representatives may serve.,C:\Users\sal853\Documents\congressional_record\data\101-hjres87-000ih-19890120.pdf,C:\Users\sal853\Documents\congressional_record\data_txt\101-hjres87-000ih-19890120.txt,"IA

101ST CONGRESS
1ST SESSION

H. J. RES. 87

Proposing an amendment to the Constitution of the United States limiting the
number of consecutive terms members of the United States Senate and
House of Representatives may serve.

IN THE HOUSE OF REPRESENTATIVES
20, 1989
Mr. DOENAN of California introduced the following joint resolution; which was
referred to the Committee on the Judiciary
JANUARY

JOINT RESOLUTION
Proposing an amendment to the Constitution of the United
States limiting the number of consecutive terms members of
the United States Senate and House of Representatives
may serve.
1

Resolved by the Senate and House of Representatives

2 of the United States of America in Congress assembled
3 (two-thirds of each House concurring therein), That the fol4 lowing article is proposed as an amendment to the Constitu5 tion of the United States, which shall be valid to all intents
6 and purposes *,s part of the Constitution when ratified by the
7 legislatures of three-fourths of the several States within
8 seven years after the date of its submission for ratification:

2
1
2

""ARTICLE
""SECTION

—

1. No person may serve any term or portion

3 thereof as a member of the United States House of Repre4 sentatives if such person has served as a member of the
5 House for each of the six terms, or a portion of any such
6 term, immediately preceding such term.
7

""SECTION

2. No person may serve any term or portion

8 thereof as a member of the United State? Senate if such
9 person has served as a member of the Senate for each of the
10 two terms, or a portion of any such term, immediately pre11 ceding such term.
12

""SECTION

3. For purposes of this article, service as a

13 member in the United States Senate or House of Representa14 tives in any term which commenced before the ratification of
15 this article may not be included in determining the number of
16 terms served."".
O

►iu 87 in

"
43,115 H. J. Res. 91 (Introduced in the House),115- 1,"March 23, 2017",115 H. J. Res. 91,HJRes 91,Retrieve Bill Profile Report,Introduced in the House,Delegate Stacey Plaskett (D - VI),https://congressional-proquest-com.ezp-prod1.hul.harvard.edu/congressional/docview/t01.d02.115_hjres_91_ih?accountid=11311,None,None,None,None,Proposing an amendment to the Constitution of the United States regarding Presidential election voting rights for residents of all United States territories and commonwealths.,C:\Users\sal853\Documents\congressional_record\data\bills-115hjres91ih.pdf,C:\Users\sal853\Documents\congressional_record\data_txt\bills-115hjres91ih.txt,"IA

115TH CONGRESS
1ST SESSION

H. J. RES. 91

Proposing an amendment to the Constitution of the United States regarding
Presidential election voting rights for residents of all United States
territories and commonwealths.

IN THE HOUSE OF REPRESENTATIVES
Ms. PLASKETT

MARCH 23, 2017
submitted the following joint resolution; which was referred to
the Committee on the Judiciary

JOINT RESOLUTION
Proposing an amendment to the Constitution of the United
States regarding Presidential election voting rights for
residents of all United States territories and commonwealths.
1

Resolved by the Senate and House of Representatives

2 of the United States of America in Congress assembled (two3 thirds of each House concurring therein), That the fol4 lowing article is proposed as an amendment to the Con5 stitution of the United States, which shall be valid to all
srobinson on DSK5SPTVN1PROD with BILLS

6 intents and purposes as part of the Constitution when
7 ratified by the legislatures of three-fourths of the several

VerDate Sep 11 2014

20:36 Mar 24, 2017

Jkt 069200

PO 00000

Frm 00001

Fmt 6652

Sfmt 6201

E:\BILLS\HJ91.IH

HJ91

2
1 States within seven years after the date of its submission
2 for ratification:
3
4

‘‘ARTICLE —
‘‘SECTION 1. The right of citizens of the United

5 States to vote in the election for President and Vice Presi6 dent shall not be denied or abridged by the United States
7 or by any State on account of residency in a territory or
8 commonwealth of the United States.
9

‘‘SECTION 2. The Congress shall have power to en-

10 force this article by appropriate legislation.’’.

srobinson on DSK5SPTVN1PROD with BILLS

Æ

•HJ 91 IH
VerDate Sep 11 2014

20:36 Mar 24, 2017

Jkt 069200

PO 00000

Frm 00002

Fmt 6652

Sfmt 6301

E:\BILLS\HJ91.IH

HJ91

"
44,117 S. J. Res. 4 (Introduced in the Senate),117- 1,"January 22, 2021",117 S. J. Res. 4,SJRes 4,Retrieve Bill Profile Report,Introduced in the Senate,Senator Marco Rubio (R - FL),https://congressional-proquest-com.ezp-prod1.hul.harvard.edu/congressional/docview/t01.d02.117_sjres_4_is?accountid=11311,None,None,None,None,Proposing an amendment to the Constitution of the United States to require that the Supreme Court of the United States be composed of not more than 9 justices.,C:\Users\sal853\Documents\congressional_record\data\bills-117sjres4is.pdf,C:\Users\sal853\Documents\congressional_record\data_txt\bills-117sjres4is.txt,"IIA

117TH CONGRESS
1ST SESSION

S. J. RES. 4

Proposing an amendment to the Constitution of the United States to require
that the Supreme Court of the United States be composed of not more
than 9 justices.

IN THE SENATE OF THE UNITED STATES
JANUARY 22, 2021
Mr. RUBIO (for himself, Mr. CRAMER, Mrs. BLACKBURN, Mr. YOUNG, Mr.
ROMNEY, Mr. CRAPO, Mr. TOOMEY, Mrs. CAPITO, Mr. TILLIS, Mr.
PORTMAN, Mr. CORNYN, and Mr. BRAUN) introduced the following joint
resolution; which was read twice and referred to the Committee on the
Judiciary

JOINT RESOLUTION
Proposing an amendment to the Constitution of the United
States to require that the Supreme Court of the United
States be composed of not more than 9 justices.
Now, therefore, be it
1

Resolved by the Senate and House of Representatives

2 of the United States of America in Congress assembled (two3 thirds of each House concurring therein), That the fol-

kjohnson on DSK79L0C42PROD with BILLS

4 lowing article is proposed as an amendment to the Con5 stitution of the United States, which shall be valid to all
6 intents and purposes as part of the Constitution when
7 ratified by the legislatures of three-fourths of the several
VerDate Sep 11 2014

00:23 Jan 23, 2021

Jkt 019200

PO 00000

Frm 00001

Fmt 6652

Sfmt 6201

E:\BILLS\SJ4.IS

SJ4

2
1 States within seven years after the date of its submission
2 by the Congress:
3
4

‘‘ARTICLE —
‘‘SECTION 1. The Supreme Court of the United

5 States shall be composed of not more than 9 justices.
6

‘‘SECTION 2. The Congress shall have the power to

7 enforce this article by appropriate legislation.’’.

kjohnson on DSK79L0C42PROD with BILLS

Æ

•SJ 4 IS
VerDate Sep 11 2014

00:23 Jan 23, 2021

Jkt 019200

PO 00000

Frm 00002

Fmt 6652

Sfmt 6301

E:\BILLS\SJ4.IS

SJ4

"
45,48 S. Res. 19 (Referred to Committee Senate),48- 1,"December 06, 1883",48 S. Res. 19,SRes 19,Retrieve Bill Profile Report,Referred to Committee Senate,Senator Elbridge Gerry Lapham (R - NY),https://congressional-proquest-com.ezp-prod1.hul.harvard.edu/congressional/docview/t01.d02.48_sres_19_rts_18831206?accountid=11311,U.S. Senate,None,None,None,Proposing an amendment to the Constitution of the United States.,C:\Users\sal853\Documents\congressional_record\data\48-sres19-00rts-18831206.pdf,C:\Users\sal853\Documents\congressional_record\data_txt\48-sres19-00rts-18831206.txt,"48TH CONGRESS,
1ST SESSION.

^I

55 •

in
-HjLe

-m a%
M 5^*

IN THE SENATE OF THE UNITED STATES.
DECEMBER

Mr.

6,1883.

asked and, by unanimous consent, obtained leave to bring in the
following joint resolution; which was read twice and referred to the Select
Committee on Woman Suffrage.

LAPHAM

JOINT RESOLUTION
Proposing an amendment to the Constitution of the United States.
1

Resolved by the Senate and House of Representa-

2 lives of the United States of America in Congress assembled
3

(two-thirds of each House concurring therein), That the fol-

4 lowing article be proposed to the legislatures of the several
5

States as an amendment to the Constitution of the United

6

States, which, when ratified by three-fourths>f the said legis-

7

latures, shall be valid as part of said Constitution, namely:

8

ARTICLE

9

SECTION

—.

1. The right of citizens of the United States to

10

vote shall not be denied or abridged by the United States or

11

by any State on account of sex.

12
13

SEC.

2. The Congress shall have power, by appropriate

legislation, to enforce the provisions of this article.

n

OD
Cfj
OS

CO

o
o

oo
,»—*•

ss

o

a>
i—'
a>
a K

P
8=

tri-

W
O

OS

Si
B B
*■'
CD 8
P
CD
l->

&«■

3O

So

B
e»
e
CO Pi

s
as

o

•

H
jr^N

(JJ

o

Q
o
B

H

pO

? o

"
46,111 H. J. Res. 2 (Introduced in the House),111- 1,"January 06, 2009",111 H. J. Res. 2,HJRes 2,Retrieve Bill Profile Report,Introduced in the House,Delegate Donna M. Christensen (D - VI),https://congressional-proquest-com.ezp-prod1.hul.harvard.edu/congressional/docview/t01.d02.111_hjres_2_ih?accountid=11311,None,None,None,None,Proposing an amendment to the Constitution of the United States regarding presidential election voting rights for residents of all United States territories and commonwealths.,C:\Users\sal853\Documents\congressional_record\data\bills-111hjres2ih.pdf,C:\Users\sal853\Documents\congressional_record\data_txt\bills-111hjres2ih.txt,"IA

111TH CONGRESS
1ST SESSION

H. J. RES. 2

Proposing an amendment to the Constitution of the United States regarding
presidential election voting rights for residents of all United States territories and commonwealths.

IN THE HOUSE OF REPRESENTATIVES
JANUARY 6, 2009
Mrs. CHRISTENSEN (for herself, Ms. BORDALLO, and Mr. FALEOMAVAEGA) introduced the following joint resolution; which was referred to the Committee on the Judiciary

JOINT RESOLUTION
Proposing an amendment to the Constitution of the United
States regarding presidential election voting rights for
residents of all United States territories and commonwealths.
1

Resolved by the Senate and House of Representatives

2 of the United States of America in Congress assembled,
3 That the following article is proposed as an amendment
4 to the Constitution of the United States, which shall be
5 valid to all intents and purposes as part of the Constitu-

smartinez on PROD1PC64 with BILLS

6 tion when ratified by the legislatures of three-fourths of
7 the several States within seven years after the date of its
8 submission for ratification:

VerDate Nov 24 2008

00:08 Jan 08, 2009

Jkt 079200

PO 00000

Frm 00001

Fmt 6652

Sfmt 6201

E:\BILLS\HJ2.IH

HJ2

2
1
2

‘‘ARTICLE —
‘‘SECTION 1. The right of citizens of the United

3 States to vote in the election for President and Vice Presi4 dent shall not be denied or abridged by the United States
5 or by any State on account of residency in a territory or
6 commonwealth of the United States.
7

‘‘SECTION 2. The Congress shall have power to en-

8 force this article by appropriate legislation.’’.

smartinez on PROD1PC64 with BILLS

Æ

•HJ 2 IH
VerDate Nov 24 2008

00:08 Jan 08, 2009

Jkt 079200

PO 00000

Frm 00002

Fmt 6652

Sfmt 6301

E:\BILLS\HJ2.IH

HJ2

"
47,107 H. J. Res. 29 (Introduced in the House),107- 1,"March 06, 2001",107 H. J. Res. 29,HJRes 29,Retrieve Bill Profile Report,Introduced in the House,Representative Jesse Louis Jackson Jr. (D - IL),https://congressional-proquest-com.ezp-prod1.hul.harvard.edu/congressional/docview/t01.d02.107_hjres_29_ih?accountid=11311,None,None,None,None,Proposing an amendment to the Constitution of the United States regarding the right of citizens of the United States to health care of equal high quality.,C:\Users\sal853\Documents\congressional_record\data\bills-107hjres29ih.pdf,C:\Users\sal853\Documents\congressional_record\data_txt\bills-107hjres29ih.txt,"IA

107TH CONGRESS
1ST SESSION

H. J. RES. 29

Proposing an amendment to the Constitution of the United States regarding
the right of citizens of the United States to health care of equal high
quality.

IN THE HOUSE OF REPRESENTATIVES
Mr. JACKSON

MARCH 6, 2001
of Illinois introduced the following joint resolution; which was
referred to the Committee on the Judiciary

JOINT RESOLUTION
Proposing an amendment to the Constitution of the United
States regarding the right of citizens of the United
States to health care of equal high quality.
1

Resolved by the Senate and House of Representatives

2 of the United States of America in Congress assembled (two3 thirds of each House concurring therein), That the fol4 lowing article is proposed as an amendment to the Con5 stitution of the United States, which shall be valid to all
6 intents and purposes as part of the Constitution when
7 ratified by the legislatures of three-fourths of the several
8 States:

2
1
2

‘‘ARTICLE —
‘‘SECTION 1. All citizens of the United States shall

3 enjoy the right to health care of equal high quality.
4

‘‘SECTION 2. The Congress shall have power to imple-

5 ment this article by appropriate legislation.’’.

Æ

•HJ 29 IH

"
