,Title:,Congress-Session:,Date:,Chamber:,Citation:,Bill:,Bill Profile:,Bill Status:,Bill Sponsor:,Permalink:,Version Date:,Cosponsors:,Subtitle:,Summary,PDF,TEXT,TEXT_Content
56,52 H. Res. 3 (Referred to Committee House),52- 1,"January 05, 1892",U.S. House of Representatives,52 H. Res. 3,HRes 3,Retrieve Bill Profile Report,Referred to Committee House,Representative James Robert Williams (D - IL),https://congressional-proquest-com.ezp-prod1.hul.harvard.edu/congressional/docview/t01.d02.52_hres_3_rth_18920105?accountid=11311,None,None,None,Proposing an amendment to the Constitution of the United States providing for the election of Senators by the votes of the people of the States.,C:\Users\sal853\Documents\congressional_record\data\52-hres3-00rth-18920105.pdf,C:\Users\sal853\Documents\congressional_record\data_txt\52-hres3-00rth-18920105.txt,"52D COKGRESS,

TT

TD ""El O

O

IN THE HOUSE OF REPRESENTATIVES.
JANUARY

5,1892.

Bead twice, referred to the Committee on the Judiciary, and ordered to be printed.

Mr. WILLIAMS, of Illinois, introduced the following joint
resolution:

JOINT RESOLUTION
Proposing an amendment to the Constitution of the United States
providing for the election of Senators by the votes of the people of the States.
1

Resolved by the Senate and House of Representatives

2

of the United States of America in Congress assembled

3

(two-thirds of each House concurring therein), That the fol-

4

lowing amendment to the Constitution of the United States

5

be proposed to the legislatures of the several States, which,

6 ,when ratified by three-fourths of said legislatures, shall
7

become and be a part of the Constitution, namely:

8

Strike out the word "" legislature"" in the first clause of

9

section three of article one, and substitute in lieu thereof the

10

word ""people,"" so that said clause shall be as follows: ""The

11

Senate of the United States shall be composed of two Sena-

12

tors from each State, chosen by the people thereof for six

13

years; and each Senator shall have one vote.""

ns
y-i

«-l

>

tee on

ARY 5, 18

3
a

r+
►T1

C£>
»>0

1>

""l

-Eead
Judici
2
i-i

®
H;

^2 ^
^ o

c+
O

<rt-

CD

CD

P o

$ B

II
i

COO-

y ore

o
>-5

%
>-i

o""

3
JC

o
1—h

H
1—'•

P

o
h-'•
QQ

^
»
GO p
i-t25

SO

—
CD

S- p!

pr1 ^D
CD

Q_i

-3 *£

n>

O

<rt-

CD

i
i

i

i

!

50

c

i-*i

^
^ O
1—'•

» zt

CfC
c-t-

CD

—
<T

c O

^ ^rt- o""
CD
©

M

P-""

^ o

S±£

m 5 g

to

r-t-

o>

5 H

O

GO

i

S3

^

Ol

tr a&
CD 0""

CD

CD

c-t<P

O

CD

£T.

1—t-s

O

c-t-

f
CD

CD

1

r-tM^

•

C

r-

■""""

2
o
pi Ph

CO

"
57,101 H. J. Res. 172 (Introduced in the House),101- 1,"March 02, 1989",U.S. House of Representatives,101 H.J.Res. 172,HJRes 172,Retrieve Bill Profile Report,AS INTRODUCED IN THE HOUSE,Representative Major R. Owens (D - NY),https://congressional-proquest-com.ezp-prod1.hul.harvard.edu/congressional/docview/t01.d02.101_hjres_172_ih?accountid=11311,"March 02, 1989 Version: -- 1",None,None,Proposing an amendment to the Constitution of the United States to provide that the United States shall guarantee to each person the right to employment opportunity.,C:\Users\sal853\Documents\congressional_record\data\101-hjres172-000ih-19890302.pdf,C:\Users\sal853\Documents\congressional_record\data_txt\101-hjres172-000ih-19890302.txt,"IA

101ST CONGRESS
1ST SESSION

H.J.RES.172

Proposing an amendment to the Constitution of the United States to provide that
the United States shall guarantee to each person the right to employment
opportunity.

W THE HOUSE OP KEPKESENTATIVES
MABCH

2, 1989

Mr. OWENS of New York introduced the following joint resolution; which was
referred to the Committee on the Judiciary

JOINT RESOLUTION
Proposing an amendment to the Constitution of the United
States to provide that the United States shall guarantee to
each person the right to employment opportunity.
1

Resolved by the Senate and House of Representatives

2 of the United States of America in Congress assembled
3 (tvo-thirds of each House concurring therein), That the ic
4 lowing article is proposed as an amendment to the Constitu5 tion of the United States, whyh shall be valid to all nitents
6 and purposes as part of the Constitution when ratified by the
7 legislatures of three-fourths of the several States within
8 seven years after the date of its submission by the Congress:

2
1
2

""ABTICLE
""SECTION

—

1. The right to employment opportunity shall

3 be guaranteed to each person by the United States.
4

""SECTION

2. The Congress shall have power to enforce

5 this article by appropriate legislation.
6

""SECTION

3. This article shall take effect on the date of

7 its ratification."".
O

HJ 172 1H

"
58,50 H. Res. 8 (Referred to Committee House),50- 1,"January 04, 1888",U.S. House of Representatives,50 H. Res. 8,HRes 8,Retrieve Bill Profile Report,Referred to Committee House,Representative Richard Wellington Townshend (D - IL),https://congressional-proquest-com.ezp-prod1.hul.harvard.edu/congressional/docview/t01.d02.50_hres_8_rth_18880104?accountid=11311,None,None,None,Proposing an amendment to the Constitution of the United States providing for the election of Senators by the votes of the people of the States.,C:\Users\sal853\Documents\congressional_record\data\50-hres8-00rth-18880104.pdf,C:\Users\sal853\Documents\congressional_record\data_txt\50-hres8-00rth-18880104.txt,"1ST SESSION.

BL RES. 8.

IN THE HOUSE OF REPRESENTATIVES.
JANUARY

4,1888.

Read twice, referred to the Committee ou the Judiciary, and ordered to be printed.

Mr. TOWNSHEND introduced the following joint resolution :

JOINT RESOLUTION
Proposing an amendment to the Constitution of the United States
providing for the election of Senators by the votes of the people of the States.
1

Resolved by the Senate and House of Representatives

2

of the United States of America in Congress assembled

3

(two-thirds of each house concurring therein),

4

followino; amendment to the Constitution of the United States

5

be proposed to the legislatures of the several States; which,

6

when ratified by three-tourths of said legislatures, shall be-

1

come and be a part of the Constitution, namely:

That the

8

Strike out the word "" legislature"" iii the first clause of

9

section three of article one, and substitute in lieu thereof the

10

word ""people;"" so that said clause shall be as follows:

11

""The Senate of the United States shall be composed of

12

two Senators from each State, chosen by the people thereof

13

for six years; and each Senator shall have one vote.""

o

>

H

e-t- ""5
O
S3

W
i-<]

CD

|—t

-■

00

CD
02
*

CD
B
5=
r+
©•

~

CD

p,

85

a

p. 2.

B CfQ
CD

a

ai

cr
(-j

® 8

<rtC
CD

0

rt

£

e-tCD

B
Qj

a; ^
^

CD

S3

O
elCD

O

2
®
PJ I-J

©

&. O
B cr

5+ CD
Pi

<rt- 0«3

o §

2 3

CD

o
e-t-

e-fCD

I-I^

a>

<1
I—I.

CD

??
B
' a

CD

o

^

CD

CD*

»

et-""
B
ct-

O
i-tj

CD
C5

O

ertCD
CD

f

4

CD

O
o
3

1-3

Sr

CD

i—»•

P
o

«

CO
02

"
59,53 H. Res. 38 (Referred to Committee House),53- 1,"September 11, 1893",U.S. House of Representatives,53 H. Res. 38,HRes 38,Retrieve Bill Profile Report,Referred to Committee House,Representative Benjamin Augustine Enloe (D - TN),https://congressional-proquest-com.ezp-prod1.hul.harvard.edu/congressional/docview/t01.d02.53_hres_38_rth_18930911?accountid=11311,None,None,None,Proposing an amendment to the Constitution of the United States providing for the election of Senators by the legal voters of the States.,C:\Users\sal853\Documents\congressional_record\data\53-hres38-00rth-18930911.pdf,C:\Users\sal853\Documents\congressional_record\data_txt\53-hres38-00rth-18930911.txt,"53D CONGRESS,
1ST SESSION.

H. RES. 38.

IN THE HOUSE OE REPRESENTATIVES.
SEPTEMBER

11, 1893.

Referred to the Committee on Election of President and Vice-President and
Representatives in Congress and ordered to be printed.

Mr. EKLOE introduced the following joint resolution:

JOINT RESOLUTION
Proposing an amendment to the Constitution of the United States
providing for the election of Senators hy the legal voters of
the States.
1

Resolved by the Senate and House of Representatives

2

of the United States of America in Congress assembled,

3

(two-thirds of each House concurring therein), That the

4

folio wins: amendment to the Constitution of the United States

5

be proposed to the legislatures of the several States, which,

6

whenfratified by three-fourths of said legislatures, shall be-

7

come and be a part of the Constitution, namely:

8

the word ""legislature,"" in the first clause of section three of

9

article one, and substitute in lieu thereof the word ""people,""

10

Strike out

so that said clause shall be as follows:

11

""The Senate of the United States shall be composed of

12

two Senators from each State, chosen by the people thereof

13

for six years, and each Senator shall have one vote.""

^i

(33
H

0. CD

p.

coo

g
w
to

oW

GO

CD

P

c+

COD |

oo

crt-

CO

to

a
03
W

» » g

CD

®

CD

O
o
P
on?

HJ
l-i
CD

Go

<rtO

8»

j-j. p-

P 2 ®
Pi CD

CD
H
CD

^
o
c
CD

i-i

E

(5 Of?

CD

w

Pi

H
a>

O

w

d-5- P

5ai P°

o
tel

» o'Q
O ^ o

^ <^ £

Et ^ S-

&B
CD

i-3

s:
CD
CD

p o o
o o -.

!2{

00
00

"
60,102 H. J. Res. 246 (Introduced in the House),102- 1,"May 07, 1991",U.S. House of Representatives,102 H.J.Res. 246,HJRes 246,Retrieve Bill Profile Report,AS INTRODUCED IN THE HOUSE,Representative Victor Herbert Fazio Jr. (D - CA),https://congressional-proquest-com.ezp-prod1.hul.harvard.edu/congressional/docview/t01.d02.102_hjres_246_ih?accountid=11311,"May 07, 1991 Version: -- 1",None,None,JOINT RESOLUTION Proposing an amendment to the Constitution of the United States to permit certain naturalized citizens of the United States to hold the offices of President and Vice President.,C:\Users\sal853\Documents\congressional_record\data\102-hjres246-000ih-19910507.pdf,C:\Users\sal853\Documents\congressional_record\data_txt\102-hjres246-000ih-19910507.txt,"IA

102D CONGRESS
1ST SESSION

H. J. RES. 246

Proposing an amendment to the Constitution of the United States to permit
certain naturalized citizens of the United States to hold the offices
of President and Vice President.

IN THE HOUSE OF REPRESENTATIVES
7, 1991
introduced the following joint resolution; which was referred to the
Committee on the Judiciary
MAY

Mr.

FAZIO

JOINT RESOLUTION
Proposing an amendment to the Constitution of the United
States to permit certain naturalized citizens of the United States to hold the offices of President and Vice President.
1

Resolved by the Senate and House of Representatives

2 of the United States of America in Congress assembled
3 (two-thirds of each House concurring therein), That the fol4 lowing article is proposed as an amendment to the Consti5 tution of the United States, which shall be valid to all in6 tents and purposes as part of the Constitution when rati7 fled by the legislatures of three-fourths of the several

1 States within seven years after the date of its submission
2 for ratification:
3
4

""ARTICLE —

""A person who is a naturalized citizen of the United

5 States and who is otherwise eligible to hold the office^ of
6 the President or Vice President shall be eligible to hold
7 such offices after being a United States citizen for eleven
8 years."".
O

•HJ 246 IH

"
61,105 H. J. Res. 37 (Introduced in the House),105- 1,"February 04, 1997",None,105 H. J. Res. 37,HJRes 37,Retrieve Bill Profile Report,Introduced in the House,Representative John T. Doolittle (R - CA),https://congressional-proquest-com.ezp-prod1.hul.harvard.edu/congressional/docview/t01.d02.105_hjres_37_ih?accountid=11311,None,None,None,Proposing an amendment to the Constitution of the United States establishing English as the official language of the United States.,C:\Users\sal853\Documents\congressional_record\data\bills-105hjres37ih.pdf,C:\Users\sal853\Documents\congressional_record\data_txt\bills-105hjres37ih.txt,"IA

105TH CONGRESS
1ST SESSION

H. J. RES. 37

Proposing an amendment to the Constitution of the United States establishing
English as the official language of the United States.

IN THE HOUSE OF REPRESENTATIVES
Mr. DOOLITTLE

FEBRUARY 4, 1997
introduced the following joint resolution; which was referred
to the Committee on the Judiciary

JOINT RESOLUTION
Proposing an amendment to the Constitution of the United
States establishing English as the official language of
the United States.
1

Resolved by the Senate and House of Representatives

2 of the United States of America in Congress assembled
3 (two-thirds of each House concurring therein), That the fol4 lowing article is proposed as an amendment to the Con5 stitution of the United States, which shall be valid to all
6 intents and purposes as part of the Constitution when
7 ratified by the legislatures of three-fourths of the several
8 States within seven years after the date of its submission
9 for ratification:

2
1
2

‘‘ARTICLE —
‘‘SECTION 1. The English language shall be the offi-

3 cial language of the United States. As the official lan4 guage, the English language shall be used for all public
5 acts including every order, resolution, vote or election, and
6 for all records and judicial proceedings of the Government
7 of the United States and the governments of the several
8 States.
9

‘‘SECTION 2. The Congress and the States shall en-

10 force this article by appropriate legislation.’’.

Æ

HJ 37 IH

"
62,80 H.J. Res. 27 (Ordered to be Printed House),80- 1,"March 13, 1947",U.S. House of Representatives,80 H.J. Res. 27,HJRes 27,Retrieve Bill Profile Report,Ordered to be Printed House,Representative Earl Cory Michener (R - MI),https://congressional-proquest-com.ezp-prod1.hul.harvard.edu/congressional/docview/t01.d02.80_hjres_27_oph_19470313?accountid=11311,None,None,None,Proposing an amendment to the Constitution of the United States relating to the terms of office of the President.,C:\Users\sal853\Documents\congressional_record\data\80-hjres27-00oph-19470313.pdf,C:\Users\sal853\Documents\congressional_record\data_txt\80-hjres27-00oph-19470313.txt,"F* II £
-__^i

80m CONGRESS
1ST SESSION

ft J. RES. 27

IN THE HOUSE OE REPKESENTATIVES
13,1947
Ordered to be printed witb the amendment of the Senate
MARCH

JOINT RESOLUTION
Proposing an amendment to the Constitution of the United States
relating to the terms of office of the President.
„l.„i

.#

2 of theUnited States of America in Congress assemble (two3 thirds of each House concurring therein), That the foil >wing
4 arucle is hereby proposed as an amendment to the Constituted StatasT^faicir-sfa^iHTe- valid to aH-intents6 and purposes as part of the Constitution when ratified by the
•t legislature of three-fourths of the several States^
_g—_——
9

""SECTION

""ARTICLE—

--—

1. Any person who has served as President

10 of the ¥rated States during aMr Qf portiona, e* any two terms,
11 shall thorGofep be inGirfflSfe te""6etf'the office el j^feiident;
12 bttt this aftiele shall net prevent .my ponton wfee «*ay held

/
/

1 &e effiee ei Pfcoidont dcmBg the teraa within w&eh this
2 aPtiele is ffttified li*^ kMfig s«eb eiee fog theremainder
3 el sttek tern*? IVo person shall be elected to $e office of the
4 President more than twice, and no person who has held the
5 office of President, or acted as President, ^formore than
6 two years of a term to which some other person was elected
7 President shall be elected to the office of the President more
8 than once. But this Article shall not apply to any person
9 holding the office of President when this Article was proposed
10 by the Congress, and shall not prevent any person, who may
\

""

■

'■...-""

.11 ^e-Jtolding-the office of President; or acting as Pf
1* during the term within which this Article becomes operative
.13 ■ ^
14 during the remainder of such term.
'15

""SEC.

2. This article shall be inoperative «nless4t^hall^
•'.""''.■■

16 have been ratified as an amendment to the Constitution by
■/y ■

..

■.

17 the legislatures of three-fourths of the several States within
18 seven years from the date of its submission to the States by19 the Congress."" 7~~~~~~

""""'"""" "":

~~""~ ™~——-

-

Passed the House of Representatives February 6, 1947.
Attest:

—

-

JOHN ANDREWS,
/
Clerk.

Passed the Senate with an amendment March 12
■.(legislative day, Ffthrnnry 19), 1fl47.
~
Attest:

CARL A. LO^FFLER,
Secretary.

"
63,110 H. J. Res. 19 (Introduced in the House),110- 1,"January 18, 2007",None,110 H. J. Res. 19,HJRes 19,Retrieve Bill Profile Report,Introduced in the House,Representative Thomas G. Tancredo (R - CO),https://congressional-proquest-com.ezp-prod1.hul.harvard.edu/congressional/docview/t01.d02.110_hjres_19_ih?accountid=11311,None,None,None,Proposing an amendment to the Constitution of the United States to establish English as the official language of the United States.,C:\Users\sal853\Documents\congressional_record\data\bills-110hjres19ih.pdf,C:\Users\sal853\Documents\congressional_record\data_txt\bills-110hjres19ih.txt,"IA

110TH CONGRESS
1ST SESSION

H. J. RES. 19

Proposing an amendment to the Constitution of the United States to establish
English as the official language of the United States.

IN THE HOUSE OF REPRESENTATIVES
Mr. TANCREDO

JANUARY 18, 2007
introduced the following joint resolution; which was referred
to the Committee on the Judiciary

JOINT RESOLUTION
Proposing an amendment to the Constitution of the United
States to establish English as the official language of
the United States.
1

Resolved by the Senate and House of Representatives

2 of the United States of America in Congress assembled
3 (two-thirds of each House concurring therein), That the fol4 lowing article is proposed as an amendment to the Con5 stitution of the United States, which shall be valid to all
6 intents and purposes as part of the Constitution when
7 ratified by the legislatures of three-fourths of the several
bajohnson on PROD1PC71 with BILLS

8 States within seven years after the date of its submission
9 for ratification:

VerDate Aug 31 2005

05:45 Jan 19, 2007

Jkt 059200

PO 00000

Frm 00001

Fmt 6652

Sfmt 6201

E:\BILLS\HJ19.IH

HJ19

2
1
2

‘‘ARTICLE —
‘‘SECTION 1. The English language shall be the offi-

3 cial language of the United States. As the official lan4 guage, the English language shall be used for all public
5 acts including every order, resolution, vote, and election,
6 and for all records and judicial proceedings of the Govern7 ment of the United States and the governments of the sev8 eral States.
9

‘‘SECTION 2. The Congress and the States shall en-

10 force this article by appropriate legislation.’’.

bajohnson on PROD1PC71 with BILLS

Æ

•HJ 19 IH
VerDate Aug 31 2005

05:45 Jan 19, 2007

Jkt 059200

PO 00000

Frm 00002

Fmt 6652

Sfmt 6301

E:\BILLS\HJ19.IH

HJ19

"
64,114 S. J. Res. 7 (Introduced in the Senate),114- 1,"February 04, 2015",None,114 S. J. Res. 7,SJRes 7,Retrieve Bill Profile Report,Introduced in the Senate,Senator Jon Tester (D - MT),https://congressional-proquest-com.ezp-prod1.hul.harvard.edu/congressional/docview/t01.d02.114_sjres_7_is?accountid=11311,None,None,None,"Proposing an amendment to the Constitution of the United States to clarify the authority of Congress and the States to regulate corporations, limited liability companies, and other corporate entities established by the laws of any State, the United States, or any foreign state.",C:\Users\sal853\Documents\congressional_record\data\bills-114sjres7is.pdf,C:\Users\sal853\Documents\congressional_record\data_txt\bills-114sjres7is.txt,"IIA

114TH CONGRESS
1ST SESSION

S. J. RES. 7

Proposing an amendment to the Constitution of the United States to clarify
the authority of Congress and the States to regulate corporations, limited
liability companies, and other corporate entities established by the laws
of any State, the United States, or any foreign state.

IN THE SENATE OF THE UNITED STATES
FEBRUARY 4, 2015
Mr. TESTER (for himself and Mr. WHITEHOUSE) introduced the following
joint resolution; which was read twice and referred to the Committee on
the Judiciary

JOINT RESOLUTION
Proposing an amendment to the Constitution of the United
States to clarify the authority of Congress and the States
to regulate corporations, limited liability companies, and
other corporate entities established by the laws of any
State, the United States, or any foreign state.
1

Resolved by the Senate and House of Representatives

2 of the United States of America in Congress assembled (two3 thirds of each House concurring therein), That the fol-

tkelley on DSK3SPTVN1PROD with BILLS

4 lowing article is proposed as an amendment to the Con5 stitution of the United States, which shall be valid to all
6 intents and purposes as part of the Constitution when

VerDate Sep 11 2014

23:19 Feb 04, 2015

Jkt 049200

PO 00000

Frm 00001

Fmt 6652

Sfmt 6201

E:\BILLS\SJ7.IS

SJ7

2
1 ratified by the legislatures of three-fourths of the several
2 States:
3
4

‘‘ARTICLE —
‘‘SECTION 1. The rights enumerated in this Constitu-

5 tion and other rights retained by the people shall be the
6 rights of natural persons.
7

‘‘SECTION 2. As used in this Constitution, the terms

8 ‘people’, ‘person’, and ‘citizen’ shall not include a corpora9 tion, a limited liability company, or any other corporate
10 entity established by the laws of any State, the United
11 States, or any foreign state.
12

‘‘SECTION 3. A corporate entity described in section

13 2 shall be subject to such regulation as the people, through
14 representatives in Congress and State representatives,
15 may determine reasonable, consistent with the powers of
16 Congress and the States under this Constitution.
17

‘‘SECTION 4. Nothing in this Constitution shall be

18 construed to limit the rights enumerated in this Constitu19 tion and other rights retained by the people, which are
20 unalienable.’’.

tkelley on DSK3SPTVN1PROD with BILLS

Æ

•SJ 7 IS
VerDate Sep 11 2014

23:19 Feb 04, 2015

Jkt 049200

PO 00000

Frm 00002

Fmt 6652

Sfmt 6301

E:\BILLS\SJ7.IS

SJ7

"
65,116 H. J. Res. 52 (Introduced in the House),116- 1,"March 21, 2019",None,116 H. J. Res. 52,HJRes 52,Retrieve Bill Profile Report,Introduced in the House,Representative Mark E. Green (R - TN),https://congressional-proquest-com.ezp-prod1.hul.harvard.edu/congressional/docview/t01.d02.116_hjres_52_ih?accountid=11311,None,None,None,Proposing an amendment to the Constitution of the United States to require that the Supreme Court of the United States be composed of nine justices.,C:\Users\sal853\Documents\congressional_record\data\bills-116hjres52ih.pdf,C:\Users\sal853\Documents\congressional_record\data_txt\bills-116hjres52ih.txt,"IA

116TH CONGRESS
1ST SESSION

H. J. RES. 52

Proposing an amendment to the Constitution of the United States to require
that the Supreme Court of the United States be composed of nine justices.

IN THE HOUSE OF REPRESENTATIVES
Mr. GREEN

MARCH 21, 2019
of Tennessee submitted the following joint resolution; which was
referred to the Committee on the Judiciary

JOINT RESOLUTION
Proposing an amendment to the Constitution of the United
States to require that the Supreme Court of the United
States be composed of nine justices.
1

Resolved by the Senate and House of Representatives

2 of the United States of America in Congress assembled
3 (two-thirds of each House concurring therein),
4

That the following article is proposed as an amend-

5 ment to the Constitution of the United States, which shall
6 be valid to all intents and purposes as part of the Con7 stitution when ratified by the legislatures of three-fourths
kjohnson on DSK79L0C42 with BILLS

8 of the several States within seven years after the date of
9 its submission for ratification:

VerDate Sep 11 2014

23:06 Mar 21, 2019

Jkt 089200

PO 00000

Frm 00001

Fmt 6652

Sfmt 6201

E:\BILLS\HJ52.IH

HJ52

2
1
2

‘‘ARTICLE —
‘‘SECTION 1. The Supreme Court of the United

3 States shall be composed of nine justices, though one or
4 more of these nine offices may be vacant until filled.
5

‘‘SECTION 2. If the size of the Supreme Court has

6 been increased to more than nine justices before this
7 amendment is ratified, upon the ratification of this
8 amendment, those additional offices are void.
9

‘‘SECTION 3. Congress shall have the power to en-

10 force this article by appropriate legislation.’’.

kjohnson on DSK79L0C42 with BILLS

Æ

•HJ 52 IH
VerDate Sep 11 2014

23:06 Mar 21, 2019

Jkt 089200

PO 00000

Frm 00002

Fmt 6652

Sfmt 6301

E:\BILLS\HJ52.IH

HJ52

"
66,112 H. J. Res. 29 (Introduced in the House),112- 1,"February 14, 2011",None,112 H. J. Res. 29,HJRes 29,Retrieve Bill Profile Report,Introduced in the House,Representative Jesse Louis Jackson Jr. (D - IL),https://congressional-proquest-com.ezp-prod1.hul.harvard.edu/congressional/docview/t01.d02.112_hjres_29_ih?accountid=11311,None,None,None,Proposing an amendment to the Constitution of the United States regarding the right of all citizens of the United States to a public education of equal high quality.,C:\Users\sal853\Documents\congressional_record\data\bills-112hjres29ih.pdf,C:\Users\sal853\Documents\congressional_record\data_txt\bills-112hjres29ih.txt,"IA

112TH CONGRESS
1ST SESSION

H. J. RES. 29

Proposing an amendment to the Constitution of the United States regarding
the right of all citizens of the United States to a public education
of equal high quality.

IN THE HOUSE OF REPRESENTATIVES
Mr. JACKSON

FEBRUARY 14, 2011
of Illinois introduced the following joint resolution; which was
referred to the Committee on the Judiciary

JOINT RESOLUTION
Proposing an amendment to the Constitution of the United
States regarding the right of all citizens of the United
States to a public education of equal high quality.
1

Resolved by the Senate and House of Representatives

2 of the United States of America in Congress assembled (two3 thirds of each House concurring therein), That the fol4 lowing article is proposed as an amendment to the Con5 stitution of the United States, which shall be valid to all
6 intents and purposes as part of the Constitution when
tjames on DSKG8SOYB1PROD with BILLS

7 ratified by the legislatures of three-fourths of the several
8 States:

VerDate Mar 15 2010

05:45 Feb 15, 2011

Jkt 099200

PO 00000

Frm 00001

Fmt 6652

Sfmt 6201

E:\BILLS\HJ29.IH

HJ29

2
1
2

‘‘ARTICLE —
‘‘SECTION 1. All persons shall enjoy the right to a

3 public education of equal high quality.
4

‘‘SECTION 2. The Congress shall have power to en-

5 force and implement this article by appropriate legisla6 tion.’’.

tjames on DSKG8SOYB1PROD with BILLS

Æ

•HJ 29 IH
VerDate Mar 15 2010

05:45 Feb 15, 2011

Jkt 099200

PO 00000

Frm 00002

Fmt 6652

Sfmt 6301

E:\BILLS\HJ29.IH

HJ29

"
67,48 S. Res. 24 (Referred to Committee Senate),48- 1,"December 10, 1883",U.S. Senate,48 S. Res. 24,SRes 24,Retrieve Bill Profile Report,Referred to Committee Senate,Senator Daniel Wolsey Voorhees (D - IN),https://congressional-proquest-com.ezp-prod1.hul.harvard.edu/congressional/docview/t01.d02.48_sres_24_rts_18831210?accountid=11311,None,None,None,Proposing an amendment to the Constitution of the United States providing for the election of certain United States officers by the people of the several States.,C:\Users\sal853\Documents\congressional_record\data\48-sres24-00rts-18831210.pdf,C:\Users\sal853\Documents\congressional_record\data_txt\48-sres24-00rts-18831210.txt,"S. R. 24.
W THE SENATE OF THE UNITED STATES.
DECEMBER

Mr.

10,1883.

asked and, by unanimous consent, obtained leave to bring in the
following joint resolution; which was read twice and referred to the Committee on the Judiciary.

VOORHEES

JOINT RESOLUTION
Proposing an amendment to the Constitution of the United States
providing for the election of certain United States officers by
the people of the several States.
1

Resolved by the Senate and House of Representatives

2

of the United States of America in Congress assembled

3

[two-thirds of each House concurring therein), That the

4

following amendment to the Constitution of the United

5

States be, and the same is hereby, proposed to the States for

6

their ratification:

7

AETIOLE

—.

8

All postmasters, revenue collectors, judges, marshals,

9

and United States district attorneys for the district courts of

10

the United States shall be elected by the people of the States

11

in which their duties are to be performed; and they shall be

12

elected in such manner as the legislatures of the States shall

13

provide by law.

00
CD
W

Hi

►d

I—'

o

O
>-H

©

HI}
CO
l-s
rt-

CIS'

63

O «
C

S-'
^ PCO Ul

H]

ft ~
o 2
13

—

&?
p
B

CD
00
HJ|
Hi

rt-

<-t-

20

Ul

a

Q

o
C5

H

P*

B

O

e
g
p

<n-

Pi °

B or?

s

P*
5

HJ
00

Hi

O

c
^

CD

H""

a
a>

&
JL
^
H
t- pf.
® § o
B*
CD

o

? § a

fed

w
O

sH
o

3

OH
SB
• a

30

"
68,110 H. J. Res. 34 (Introduced in the House),110- 1,"February 13, 2007",None,110 H. J. Res. 34,HJRes 34,Retrieve Bill Profile Report,Introduced in the House,Representative Jesse Louis Jackson Jr. (D - IL),https://congressional-proquest-com.ezp-prod1.hul.harvard.edu/congressional/docview/t01.d02.110_hjres_34_ih?accountid=11311,None,None,None,Proposing an amendment to the Constitution of the United States relative to taxing the people of the United States progressively.,C:\Users\sal853\Documents\congressional_record\data\bills-110hjres34ih.pdf,C:\Users\sal853\Documents\congressional_record\data_txt\bills-110hjres34ih.txt,"IA

110TH CONGRESS
1ST SESSION

H. J. RES. 34

Proposing an amendment to the Constitution of the United States relative
to taxing the people of the United States progressively.

IN THE HOUSE OF REPRESENTATIVES
Mr. JACKSON

FEBRUARY 13, 2007
of Illinois introduced the following joint resolution; which was
referred to the Committee on the Judiciary

JOINT RESOLUTION
Proposing an amendment to the Constitution of the United
States relative to taxing the people of the United States
progressively.
1

Resolved by the Senate and House of Representatives

2 of the United States of America in Congress assembled
3 (two-thirds of each House concurring therein), That the fol4 lowing article is proposed as an amendment to the Con5 stitution of the United States, which shall be valid to all
6 intents and purposes as part of the Constitution when
7 ratified by the legislatures of three-fourths of the several

rwilkins on PROD1PC63 with BILLS

8 States:

VerDate Aug 31 2005

20:34 Feb 15, 2007

Jkt 059200

PO 00000

Frm 00001

Fmt 6652

Sfmt 6201

E:\BILLS\HJ34.IH

HJ34

2
1
2

‘‘ARTICLE —
‘‘SECTION 1. The Congress of the United States shall

3 tax all persons progressively in proportion to the income
4 which they respectively enjoy under the protection of the
5 United States.
6

‘‘SECTION 2. The Congress shall have power to en-

7 force and implement this article by appropriate legisla8 tion.’’.

rwilkins on PROD1PC63 with BILLS

Æ

•HJ 34 IH
VerDate Aug 31 2005

20:34 Feb 15, 2007

Jkt 059200

PO 00000

Frm 00002

Fmt 6652

Sfmt 6301

E:\BILLS\HJ34.IH

HJ34

"
