X1,Date,Type,Action,Links,Bill:,Congress-Session:
95,"February 03, 2010",referral,Referred to the House Committee on the Judiciary.,156 Cong Rec H555,HJRes 75,111- 2
96,"November 26, 1991",referral,Referred to the Senate Judiciary Committee,137 Cong Rec S 18336,SJRES 237,102- 1
97,"November 26, 1991",status,Remarks by Sen. Daschle,137 Cong Rec S 18459,SJRES 237,102- 1
98,"February 23, 1995",status,Cosponsor(s) added,141 Cong Rec H 2177,HJRes 27,104- 1
99,"January 11, 1995",status,Cosponsor(s) added,141 Cong Rec H 231,HJRes 27,104- 1
100,"January 04, 1995",referral,Referred to the House Judiciary Committee,141 Cong Rec H 175,HJRes 27,104- 1
101,"January 04, 1888",status,Referred to Committee House,NA,HRes 7,50- 1
102,"March 02, 1889",status,Ordered to be Printed Senate,NA,SRes 86,50- 2
103,Session 1,NA,NA,NA,SRes 86,50- 2
104,"May 25, 1888",status,Introduced in the Senate,NA,SRes 86,50- 2
105,"January 23, 2013",status,Introduced in the Senate,159 Cong Rec S214,SJRes 2,113- 1
106,"January 23, 2013",referral,Referred to the Senate Committee on the Judiciary,159 Cong Rec S214,SJRes 2,113- 1
107,"December 11, 2018",status,Introduced in the House,164 Cong Rec H10104,HJRes 144,115- 2
108,"December 11, 2018",referral,Referred to the House Committee on the Judiciary,164 Cong Rec H10103,HJRes 144,115- 2
109,"February 13, 2013",status,Introduced in the Senate,159 Cong Rec S708,SJRes 7,113- 1
110,"February 13, 2013",referral,Referred to the Senate Committee on the Judiciary,159 Cong Rec S708,SJRes 7,113- 1
111,"February 13, 2013",others,Introductory remarks by Sen. Cornyn (R-TX),159 Cong Rec S715,SJRes 7,113- 1
112,"September 13, 1994",status,Cosponsor(s) added,140 Cong Rec H 9158,HJRes 324,103- 2
113,"February 10, 1994",referral,Referred to the House Judiciary Committee,140 Cong Rec H 500,HJRes 324,103- 2
114,"April 04, 1890",status,Referred to Committee House,NA,HRes 142,51- 1
115,"November 07, 2003",status,Report filed by the Senate Committee on the Judiciary (S. Rept. No. 108-191),149 Cong Rec S 14270,SJRes 1,108- 1
116,"September 04, 2003",status,Ordered reported by Senate Committee on the Judiciary,149 Cong Rec D 949,SJRes 1,108- 1
117,"September 04, 2003",status,Report filed by the Senate Committee on the Judiciary,149 Cong Rec S 11117,SJRes 1,108- 1
118,"July 24, 2003",status,Committee began consideration,149 Cong Rec D 886,SJRes 1,108- 1
119,"June 12, 2003",status,Approved for full committee action by the Senate Subcommittee Constitution,149 Cong Rec D 655,SJRes 1,108- 1
120,"April 08, 2003",status,Hearing held and concluded by Senate Committee on the Judiciary,149 Cong Rec D 366,SJRes 1,108- 1
121,"January 07, 2003",referral,Referred to the Senate Committee on the Judiciary.,149 Cong Rec S 37,SJRes 1,108- 1
122,"January 07, 2003",status,Remarks by Sen. Kyl (R-AZ),149 Cong Rec S 82,SJRes 1,108- 1
123,"March 31, 2009",status,Introduced in the House,155 Cong Rec H4250,HJRes 42,111- 1
124,"March 31, 2009",referral,Referred to the House Committee on the Judiciary.,155 Cong Rec H4250,HJRes 42,111- 1
125,"February 13, 2007",referral,Referred to House Committee on the Judiciary,153 Cong Rec H1563,HJRes 28,110- 1
126,"February 13, 2007",status,Introduced in the House,153 Cong Rec H1563,HJRes 28,110- 1
