source_citation,source_group,title_or_description_from_source,year,month,day,congress,congressional_session,joint_resolution_chamber,joint_resolution_number,sponsor_name,sponsor_state_or_territory,committee_of_referral,text_of_amendment,text_source_citation,ratified_yn,ratified_amendment,notes
"Ames, Herman V. The Proposed Amendments to the Constitution of the United States During the First Century of Its History, American Historical Society Annual Report for the year 1896; H. Doc. 353 part 2, 54th Cong., 2d Session, volume 3550-2, Washington: U.S. Government Printing Office, 1897.",State Ratifying Conventions,Apportionment of Representatives,1788,7,26,1,1,,,New York State Ratifying Convention,New York,,"That there shall be one representative for every thirty thousand inhabitants according to the enuneration or census mentioned in the Constitution, until the whole number of representatives amounts to two hundred, after which that number shall be continued or increased, but not diminished, as the Congress shall direct, and according to such ratio as the Congress shall fix, in conformity to the rule prescribed for the apportionment of representatives and direct taxes.","Elliot Jonathan (Editor). Debates in the Several State Conventions, on the Adoption of the Federal Constitution, as Recommended by the General Convention at Philadelphia, in 1787. vol. 1, Philadelphia, J. B. Lippincott Company, 329. ",no,,
"Ames, Herman V. The Proposed Amendments to the Constitution of the United States During the First Century of Its History, American Historical Society Annual Report for the year 1896; H. Doc. 353 part 2, 54th Cong., 2d Session, volume 3550-2, Washington: U.S. Government Printing Office, 1897.",State Ratifying Conventions,Excise tax prohibited,1788,7,26,1,1,,,New York State Ratifying Convention,New York,,"That the Congress do not impose any excise on any article (ardent spirits excepted) of growth, production, or manufacture of the United States, or any of them.","Elliot Jonathan (Editor). Debates in the Several State Conventions, on the Adoption of the Federal Constitution, as Recommended by the General Convention at Philadelphia, in 1787. vol. 1, Philadelphia, J. B. Lippincott Company, 329. ",no,,
"Ames, Herman V. The Proposed Amendments to the Constitution of the United States During the First Century of Its History, American Historical Society Annual Report for the year 1896; H. Doc. 353 part 2, 54th Cong., 2d Session, volume 3550-2, Washington: U.S. Government Printing Office, 1897.",State Ratifying Conventions,Restriction upon the levying of direct taxes,1788,7,26,1,1,,,New York State Ratifying Convention,New York,,"That Congress do not lay direct taxes but when the moneys arising from the impost and excise are insufficient for the public exigencies, nor then until Congress shall have first made a requisition upon the states to assess, levy, and pay, their respective proportions of such requisition, agreeably to the census fixed in the said Constitution, in such way and manner as the legislatures of the states shall think bast; and in such case, if any state shall neglect or refuse to pay its proportion, pursuant to such requisition, then Congress may assess and levy such state's proportion, together with interest thereon at the rate of six per centum per annum, from the time of payment prescribed in such requisition.","Elliot Jonathan (Editor). Debates in the Several State Conventions, on the Adoption of the Federal Constitution, as Recommended by the General Convention at Philadelphia, in 1787. vol. 1, Philadelphia, J. B. Lippincott Company, 329. ",no,,
"Ames, Herman V. The Proposed Amendments to the Constitution of the United States During the First Century of Its History, American Historical Society Annual Report for the year 1896; H. Doc. 353 part 2, 54th Cong., 2d Session, volume 3550-2, Washington: U.S. Government Printing Office, 1897.",State Ratifying Conventions,Restriction upon Federal control over the election of Senators and Representatives,1788,7,26,1,1,,,New York State Ratifying Convention,New York,,"That the Congress shall not make or alter any regulation, in any state, respecting the times, places, and manner, of holding elections for senators and representatives, unless thee legislature of such state shall neglect or refuse to make laws or regulations for the purpose, or from any circumstance be incapable of making the same, and then only until the legislature of such state shall make provision in the premises; provided, that Congress may prescribe time for the election of representatives.","Elliot Jonathan (Editor). Debates in the Several State Conventions, on the Adoption of the Federal Constitution, as Recommended by the General Convention at Philadelphia, in 1787. vol. 1, Philadelphia, J. B. Lippincott Company, 329-30. ",no,,
"Ames, Herman V. The Proposed Amendments to the Constitution of the United States During the First Century of Its History, American Historical Society Annual Report for the year 1896; H. Doc. 353 part 2, 54th Cong., 2d Session, volume 3550-2, Washington: U.S. Government Printing Office, 1897.",State Ratifying Conventions,Restrictions upon naturalization of citizens,1788,7,26,1,1,,,New York State Ratifying Convention,New York,,"That no persons except natural-born citizens, or uch as were citizens on or before the 4th of July, 1776, become citizens of one or other of the United States, and who shall be freeholders, shall be eligible to the places of President, Vice-President, or members of either house of the Congress of the United States.","Elliot Jonathan (Editor). Debates in the Several State Conventions, on the Adoption of the Federal Constitution, as Recommended by the General Convention at Philadelphia, in 1787. vol. 1, Philadelphia, J. B. Lippincott Company, 330. ",no,,
"Ames, Herman V. The Proposed Amendments to the Constitution of the United States During the First Century of Its History, American Historical Society Annual Report for the year 1896; H. Doc. 353 part 2, 54th Cong., 2d Session, volume 3550-2, Washington: U.S. Government Printing Office, 1897.",State Ratifying Conventions,Commercial monopolies prohibited,1788,7,26,1,1,,,New York State Ratifying Convention,New York,,"That the Congress do not grant monopolies, or erect any company with exclusive advantages of commerce.","Elliot Jonathan (Editor). Debates in the Several State Conventions, on the Adoption of the Federal Constitution, as Recommended by the General Convention at Philadelphia, in 1787. vol. 1, Philadelphia, J. B. Lippincott Company, 330. ",no,,
"Ames, Herman V. The Proposed Amendments to the Constitution of the United States During the First Century of Its History, American Historical Society Annual Report for the year 1896; H. Doc. 353 part 2, 54th Cong., 2d Session, volume 3550-2, Washington: U.S. Government Printing Office, 1897.",State Ratifying Conventions,Standing army in time of peace,1788,7,26,1,1,,,New York State Ratifying Convention,New York,,"That no standing army or regular troops shall be raised, or kept up, in time of peace, without the consent of two thirds of the senators and representatives present in each house.","Elliot Jonathan (Editor). Debates in the Several State Conventions, on the Adoption of the Federal Constitution, as Recommended by the General Convention at Philadelphia, in 1787. vol. 1, Philadelphia, J. B. Lippincott Company, 330. ",no,,
"Ames, Herman V. The Proposed Amendments to the Constitution of the United States During the First Century of Its History, American Historical Society Annual Report for the year 1896; H. Doc. 353 part 2, 54th Cong., 2d Session, volume 3550-2, Washington: U.S. Government Printing Office, 1897.",State Ratifying Conventions,Regulate the borrowing of money on United States credit,1788,7,26,1,1,,,New York State Ratifying Convention,New York,,That no money be borrowed on the credit of the United States without the assent of two thirds of the senators and representatives present in each house.,"Elliot Jonathan (Editor). Debates in the Several State Conventions, on the Adoption of the Federal Constitution, as Recommended by the General Convention at Philadelphia, in 1787. vol. 1, Philadelphia, J. B. Lippincott Company, 330. ",no,,
"Ames, Herman V. The Proposed Amendments to the Constitution of the United States During the First Century of Its History, American Historical Society Annual Report for the year 1896; H. Doc. 353 part 2, 54th Cong., 2d Session, volume 3550-2, Washington: U.S. Government Printing Office, 1897.",State Ratifying Conventions,Restriction on the declaration of war,1788,7,26,1,1,,,New York State Ratifying Convention,New York,,That the Congress shall not declare war without the concurrence of two thirds of the senators and representatives present in each house.,"Elliot Jonathan (Editor). Debates in the Several State Conventions, on the Adoption of the Federal Constitution, as Recommended by the General Convention at Philadelphia, in 1787. vol. 1, Philadelphia, J. B. Lippincott Company, 330. ",no,,
"Ames, Herman V. The Proposed Amendments to the Constitution of the United States During the First Century of Its History, American Historical Society Annual Report for the year 1896; H. Doc. 353 part 2, 54th Cong., 2d Session, volume 3550-2, Washington: U.S. Government Printing Office, 1897.",State Ratifying Conventions,Restricting the suspension of habeas corpus,1788,7,26,1,1,,,New York State Ratifying Convention,New York,,"That the privilege of the habeas corpus shall not, by any law, be suspended for a longer term than six months, or until twenty days after the meeting of the Congress next following the passing the act for such suspension.","Elliot Jonathan (Editor). Debates in the Several State Conventions, on the Adoption of the Federal Constitution, as Recommended by the General Convention at Philadelphia, in 1787. vol. 1, Philadelphia, J. B. Lippincott Company, 330. ",no,,
"Ames, Herman V. The Proposed Amendments to the Constitution of the United States During the First Century of Its History, American Historical Society Annual Report for the year 1896; H. Doc. 353 part 2, 54th Cong., 2d Session, volume 3550-2, Washington: U.S. Government Printing Office, 1897.",State Ratifying Conventions,Restricting the power of Congress over the Federal town,1788,7,26,1,1,,,New York State Ratifying Convention,New York,,"That the right of Congress to exercise exclusive legislation over such district, not exceeding ten miles square, as may, by cession of a particular state, and the acceptance of (ongress, become the seat of government of the United States, shall not be so exercised as to exempt the inhabitants of such district from paying the like taxes, imposts, duties, and excises, as shall be imposed on the other inhabitants of the state in which such district may be; and that no person shall be privileged within the said district from arrest for crimes committed, or debts contracted, out of the said district.","Elliot Jonathan (Editor). Debates in the Several State Conventions, on the Adoption of the Federal Constitution, as Recommended by the General Convention at Philadelphia, in 1787. vol. 1, Philadelphia, J. B. Lippincott Company, 330. ",no,,
"Ames, Herman V. The Proposed Amendments to the Constitution of the United States During the First Century of Its History, American Historical Society Annual Report for the year 1896; H. Doc. 353 part 2, 54th Cong., 2d Session, volume 3550-2, Washington: U.S. Government Printing Office, 1897.",State Ratifying Conventions,Power of Congress over other Federal territory,1788,7,26,1,1,,,New York State Ratifying Convention,New York,,"That the right of exclusive legislation, with respect to such places as may be purchased for the erection of forts, magazines, arsenals, dock-yards, and other needful buildings, shall not authorize the Congress to make any law to prevent the laws of the states, respectively, in which they may be, from extending to such places in all civil and criminal matters, except as to such persons as shall be in the service of the United States; nor to them with respect to crimes committed without such places.","Elliot Jonathan (Editor). Debates in the Several State Conventions, on the Adoption of the Federal Constitution, as Recommended by the General Convention at Philadelphia, in 1787. vol. 1, Philadelphia, J. B. Lippincott Company, 330. ",no,,
"Ames, Herman V. The Proposed Amendments to the Constitution of the United States During the First Century of Its History, American Historical Society Annual Report for the year 1896; H. Doc. 353 part 2, 54th Cong., 2d Session, volume 3550-2, Washington: U.S. Government Printing Office, 1897.",State Ratifying Conventions,Regulate the alteration of the compensation of Senators and Representatives,1788,7,26,1,1,,,New York State Ratifying Convention,New York,,That the compensation for the senators and representatives be ascertained by standing laws; and that no alteration of the existing rate of compensation shall operate for the benefit of the representatives until after a subsequent election shall have been had.,"Elliot Jonathan (Editor). Debates in the Several State Conventions, on the Adoption of the Federal Constitution, as Recommended by the General Convention at Philadelphia, in 1787. vol. 1, Philadelphia, J. B. Lippincott Company, 330. ",yes,27,
"Ames, Herman V. The Proposed Amendments to the Constitution of the United States During the First Century of Its History, American Historical Society Annual Report for the year 1896; H. Doc. 353 part 2, 54th Cong., 2d Session, volume 3550-2, Washington: U.S. Government Printing Office, 1897.",State Ratifying Conventions,Publication of Journals: Open session: Yeas and nays,1788,7,26,1,1,,,New York State Ratifying Convention,New York,,"That the Journals of the Congress shall be published at least once a year, with the exception of such parts, relating to treaties or military operations, as, in the judgment of either house, shall require secrecy; and that both houses of Congress shall always keep their doors open during their sessions, unless the business may, in their opinion, require secrecy. That the yeas and nays shall be entered on the Journals whenever two members in either house may require it.","Elliot Jonathan (Editor). Debates in the Several State Conventions, on the Adoption of the Federal Constitution, as Recommended by the General Convention at Philadelphia, in 1787. vol. 1, Philadelphia, J. B. Lippincott Company, 330. ",no,,
"Ames, Herman V. The Proposed Amendments to the Constitution of the United States During the First Century of Its History, American Historical Society Annual Report for the year 1896; H. Doc. 353 part 2, 54th Cong., 2d Session, volume 3550-2, Washington: U.S. Government Printing Office, 1897.",State Ratifying Conventions,Capitation tax prohibited,1788,7,26,1,1,,,New York State Ratifying Convention,New York,,That no capitation tax shall ever be laid by Congress.,"Elliot Jonathan (Editor). Debates in the Several State Conventions, on the Adoption of the Federal Constitution, as Recommended by the General Convention at Philadelphia, in 1787. vol. 1, Philadelphia, J. B. Lippincott Company, 330. ",no,,
"Ames, Herman V. The Proposed Amendments to the Constitution of the United States During the First Century of Its History, American Historical Society Annual Report for the year 1896; H. Doc. 353 part 2, 54th Cong., 2d Session, volume 3550-2, Washington: U.S. Government Printing Office, 1897.",State Ratifying Conventions,Term of eligibility of Senators: Recall of Senators,1788,7,26,1,1,,,New York State Ratifying Convention,New York,,"That no person be eligible as a senator for more than six years in any term of twelve years; and that the legislatures of the respective states may recall their senators, or either of them, and elect others in their stead, to serve the remainder of the time for which the senators so recalled were appointed.","Elliot Jonathan (Editor). Debates in the Several State Conventions, on the Adoption of the Federal Constitution, as Recommended by the General Convention at Philadelphia, in 1787. vol. 1, Philadelphia, J. B. Lippincott Company, 330. ",no,,
"Ames, Herman V. The Proposed Amendments to the Constitution of the United States During the First Century of Its History, American Historical Society Annual Report for the year 1896; H. Doc. 353 part 2, 54th Cong., 2d Session, volume 3550-2, Washington: U.S. Government Printing Office, 1897.",State Ratifying Conventions,Senators and Representatives ineligible to civil office during term,1788,7,26,1,1,,,New York State Ratifying Convention,New York,,"That no senator or representative shall, during the time for which he was elected, be appointed to any office under the authority ofthe United States. That the authority given to the executives of the states to fill up the vacancies of senators be abolished, and that such vacancies be filled by the respective legislatures.","Elliot Jonathan (Editor). Debates in the Several State Conventions, on the Adoption of the Federal Constitution, as Recommended by the General Convention at Philadelphia, in 1787. vol. 1, Philadelphia, J. B. Lippincott Company, 330. ",no,,
"Ames, Herman V. The Proposed Amendments to the Constitution of the United States During the First Century of Its History, American Historical Society Annual Report for the year 1896; H. Doc. 353 part 2, 54th Cong., 2d Session, volume 3550-2, Washington: U.S. Government Printing Office, 1897.",State Ratifying Conventions,Filling vacancies of Senators,1788,7,26,1,1,,,New York State Ratifying Convention,New York,,"That the authority given to the executives of the states to fill up the vacancies of senators be abolished, and that such vacancies be filled by the respective legislatures.","Elliot Jonathan (Editor). Debates in the Several State Conventions, on the Adoption of the Federal Constitution, as Recommended by the General Convention at Philadelphia, in 1787. vol. 1, Philadelphia, J. B. Lippincott Company, 330. ",no,,
"Ames, Herman V. The Proposed Amendments to the Constitution of the United States During the First Century of Its History, American Historical Society Annual Report for the year 1896; H. Doc. 353 part 2, 54th Cong., 2d Session, volume 3550-2, Washington: U.S. Government Printing Office, 1897.",State Ratifying Conventions,Application of Federal bankruptcy law restricted,1788,7,26,1,1,,,New York State Ratifying Convention,New York,,"That the power of Congress to pass uniform laws concerning bankruptcy shall only extend to merchants and other traders; and the states, respectively, may pass laws for the relief of other insolvent debtors.","Elliot Jonathan (Editor). Debates in the Several State Conventions, on the Adoption of the Federal Constitution, as Recommended by the General Convention at Philadelphia, in 1787. vol. 1, Philadelphia, J. B. Lippincott Company, 330. ",no,,
"Ames, Herman V. The Proposed Amendments to the Constitution of the United States During the First Century of Its History, American Historical Society Annual Report for the year 1896; H. Doc. 353 part 2, 54th Cong., 2d Session, volume 3550-2, Washington: U.S. Government Printing Office, 1897.",State Ratifying Conventions,No third term,1788,7,26,1,1,,,New York State Ratifying Convention,New York,,"That no person shall be eligible to the office of President of the United States a third time. That the executive shall not grant pardons for treason, unless with the consent of the Congress; but may, at his discretion, grant reprieves to persons convicted of treason, until their cases can be laid before the Congress.","Elliot Jonathan (Editor). Debates in the Several State Conventions, on the Adoption of the Federal Constitution, as Recommended by the General Convention at Philadelphia, in 1787. vol. 1, Philadelphia, J. B. Lippincott Company, 330-31. ",no,,
"Ames, Herman V. The Proposed Amendments to the Constitution of the United States During the First Century of Its History, American Historical Society Annual Report for the year 1896; H. Doc. 353 part 2, 54th Cong., 2d Session, volume 3550-2, Washington: U.S. Government Printing Office, 1897.",State Ratifying Conventions,Power to grant pardon for treason prohibited,1788,7,26,1,1,,,New York State Ratifying Convention,New York,,"That the President, or person exercising his powers for the time being, shall not command an army in the field in person, without the previous desire of the Congress.","Elliot Jonathan (Editor). Debates in the Several State Conventions, on the Adoption of the Federal Constitution, as Recommended by the General Convention at Philadelphia, in 1787. vol. 1, Philadelphia, J. B. Lippincott Company, 331. ",no,,
"Ames, Herman V. The Proposed Amendments to the Constitution of the United States During the First Century of Its History, American Historical Society Annual Report for the year 1896; H. Doc. 353 part 2, 54th Cong., 2d Session, volume 3550-2, Washington: U.S. Government Printing Office, 1897.",State Ratifying Conventions,Restricting the President from commanding the Army in the field in person,1788,7,26,1,1,,,New York State Ratifying Convention,New York,,"That all letters patent, commissions, pardons, writs, and processes of the United States, shall run in the name of the people of the United States, and be tested in the name of the President of the United States, or the person exercising his powers for the time being, or the first judge of the court out of which the same shall issue, as the case may be.","Elliot Jonathan (Editor). Debates in the Several State Conventions, on the Adoption of the Federal Constitution, as Recommended by the General Convention at Philadelphia, in 1787. vol. 1, Philadelphia, J. B. Lippincott Company, 331. ",no,,
"Ames, Herman V. The Proposed Amendments to the Constitution of the United States During the First Century of Its History, American Historical Society Annual Report for the year 1896; H. Doc. 353 part 2, 54th Cong., 2d Session, volume 3550-2, Washington: U.S. Government Printing Office, 1897.",State Ratifying Conventions,"Writs, process, etc., in the name of, etc",1788,7,26,1,1,,,New York State Ratifying Convention,New York,,"That the Congress shall not constitute, ordain, or establish, any tribunals of inferior courts, witten any other than appellate jurisdiction, except such as may be necessary for the trial of cases of admiralty and maritime jurisdiction, and fbr the trial of piracies and felonies committed on the high seas; and in all other cases to winch the judicial power of the United States extends, and in which the Supreme Court of the United States has not original jurisdiction, the causes shall be heard, tried, and determined, in some one of the state courts, with the right of appeal to the Supreme Court of the United States, or other proper tribunal, to be established for that purpose by the Congress, with such exceptions, and under such regulations, as the Congress shall make.","Elliot Jonathan (Editor). Debates in the Several State Conventions, on the Adoption of the Federal Constitution, as Recommended by the General Convention at Philadelphia, in 1787. vol. 1, Philadelphia, J. B. Lippincott Company, 331. ",no,,
"Ames, Herman V. The Proposed Amendments to the Constitution of the United States During the First Century of Its History, American Historical Society Annual Report for the year 1896; H. Doc. 353 part 2, 54th Cong., 2d Session, volume 3550-2, Washington: U.S. Government Printing Office, 1897.",State Ratifying Conventions,Jurisdiction of the Federal Courts,1788,7,26,1,1,,,New York State Ratifying Convention,New York,,"That the court for the trial of impeachments shall consist of the Senate, the judges of the Supreme Court of the United States, and the first or senior judge, for the time being, of the highest court of general and ordinary common-law jurisdiction in each state; that the Congress shall, by standing laws, designate the courts in the respective states answering this description, and, in states having no courts exactly answering this description, shall designate some other court, preferring such, if any there be, whose judge or judges may hold their places during good behavior; provided, that no more than one judge, other than judges of the Supreme Court of the United States, shall come from one state.","Elliot Jonathan (Editor). Debates in the Several State Conventions, on the Adoption of the Federal Constitution, as Recommended by the General Convention at Philadelphia, in 1787. vol. 1, Philadelphia, J. B. Lippincott Company, 331. ",no,,
"Ames, Herman V. The Proposed Amendments to the Constitution of the United States During the First Century of Its History, American Historical Society Annual Report for the year 1896; H. Doc. 353 part 2, 54th Cong., 2d Session, volume 3550-2, Washington: U.S. Government Printing Office, 1897.",State Ratifying Conventions,Courts for trial of impeachments,1788,7,26,1,1,,,New York State Ratifying Convention,New York,,"That the Congress be authorized to pass laws for compensating the judges for such services, and for compelling their attendance; and that a majiority, at least, of the said judges shall be requisite to constitute the said court. That no person impeached shall sit as a member thereof; that each member shall, previous to the entering upon any trial, take an oath or affirmation honestly and impartially to hear and determine the cause; and that a majority of the members present shall be necessary to a conviction.","Elliot Jonathan (Editor). Debates in the Several State Conventions, on the Adoption of the Federal Constitution, as Recommended by the General Convention at Philadelphia, in 1787. vol. 1, Philadelphia, J. B. Lippincott Company, 331. ",no,,
"Ames, Herman V. The Proposed Amendments to the Constitution of the United States During the First Century of Its History, American Historical Society Annual Report for the year 1896; H. Doc. 353 part 2, 54th Cong., 2d Session, volume 3550-2, Washington: U.S. Government Printing Office, 1897.",State Ratifying Conventions,Commission to revise judgement of Supreme Court,1788,7,26,1,1,,,New York State Ratifying Convention,New York,,"That persons aggrieved by any judgment, sentence, or decree, of the Supreme Court of the United States, in any cause in which that court has original Jurisdiction, with such exceptions, and under such regulations, as the Congress shall make concerning the same, shall, upon application, have a commission, to be issued by the President of the United States to such men learned in the law as he shall nominate, and by and with the advice and consent of the Senate appoint, not less than seven, authorizing such commissioners, or any seven or more of them, to correct the errors in such judgment, or to review such sentence and decree, as the case may be, and to do justice to the parties in the premises.","Elliot Jonathan (Editor). Debates in the Several State Conventions, on the Adoption of the Federal Constitution, as Recommended by the General Convention at Philadelphia, in 1787. vol. 1, Philadelphia, J. B. Lippincott Company, 331. ",no,,
"Ames, Herman V. The Proposed Amendments to the Constitution of the United States During the First Century of Its History, American Historical Society Annual Report for the year 1896; H. Doc. 353 part 2, 54th Cong., 2d Session, volume 3550-2, Washington: U.S. Government Printing Office, 1897.",State Ratifying Conventions,Judges of Supreme Court ineligible to other office,1788,7,26,1,1,,,New York State Ratifying Convention,New York,,"That no judge of the Supreme Court of the United States shall hold any other office under the United States, or any of them.","Elliot Jonathan (Editor). Debates in the Several State Conventions, on the Adoption of the Federal Constitution, as Recommended by the General Convention at Philadelphia, in 1787. vol. 1, Philadelphia, J. B. Lippincott Company, 331. ",no,,
"Ames, Herman V. The Proposed Amendments to the Constitution of the United States During the First Century of Its History, American Historical Society Annual Report for the year 1896; H. Doc. 353 part 2, 54th Cong., 2d Session, volume 3550-2, Washington: U.S. Government Printing Office, 1897.",State Ratifying Conventions,Restriction over cases involving land controversies,1788,7,26,1,1,,,New York State Ratifying Convention,New York,,"That the judicial power of the United States shall extend to no controversies respecting land, unless it relate to claims of territory or jurisdiction between states, and individuals under the grants of different states. ","Elliot Jonathan (Editor). Debates in the Several State Conventions, on the Adoption of the Federal Constitution, as Recommended by the General Convention at Philadelphia, in 1787. vol. 1, Philadelphia, J. B. Lippincott Company, 331. ",no,,
"Ames, Herman V. The Proposed Amendments to the Constitution of the United States During the First Century of Its History, American Historical Society Annual Report for the year 1896; H. Doc. 353 part 2, 54th Cong., 2d Session, volume 3550-2, Washington: U.S. Government Printing Office, 1897.",State Ratifying Conventions,Restriction on period of service of militia without the State,1788,7,26,1,1,,,New York State Ratifying Convention,New York,,"That the militia of any state shall not be compelled to serve without the limits of the state, for a longer term than six weeks, without the coiisent of the legislature thereof. ","Elliot Jonathan (Editor). Debates in the Several State Conventions, on the Adoption of the Federal Constitution, as Recommended by the General Convention at Philadelphia, in 1787. vol. 1, Philadelphia, J. B. Lippincott Company, 331. ",no,,
"Ames, Herman V. The Proposed Amendments to the Constitution of the United States During the First Century of Its History, American Historical Society Annual Report for the year 1896; H. Doc. 353 part 2, 54th Cong., 2d Session, volume 3550-2, Washington: U.S. Government Printing Office, 1897.",State Ratifying Conventions,Titles of nobility,1788,7,26,1,1,,,New York State Ratifying Convention,New York,,"That the words without the consent of the Congress, in the seventh clause of the ninth section of the first article of the Constitution, be expunged.","Elliot Jonathan (Editor). Debates in the Several State Conventions, on the Adoption of the Federal Constitution, as Recommended by the General Convention at Philadelphia, in 1787. vol. 1, Philadelphia, J. B. Lippincott Company, 331. ",no,,
"Ames, Herman V. The Proposed Amendments to the Constitution of the United States During the First Century of Its History, American Historical Society Annual Report for the year 1896; H. Doc. 353 part 2, 54th Cong., 2d Session, volume 3550-2, Washington: U.S. Government Printing Office, 1897.",State Ratifying Conventions,Oath,1788,7,26,1,1,,,New York State Ratifying Convention,New York,,"That the senators and representatives, and all executive and judicial officers of the United States, shall be bound by oath or affirmation not to infringe or violate the constitutions or rights of the respective states. ","Elliot Jonathan (Editor). Debates in the Several State Conventions, on the Adoption of the Federal Constitution, as Recommended by the General Convention at Philadelphia, in 1787. vol. 1, Philadelphia, J. B. Lippincott Company, 331. ",no,,
"Ames, Herman V. The Proposed Amendments to the Constitution of the United States During the First Century of Its History, American Historical Society Annual Report for the year 1896; H. Doc. 353 part 2, 54th Cong., 2d Session, volume 3550-2, Washington: U.S. Government Printing Office, 1897.",State Ratifying Conventions,Choice: To permit the choice of an elector in districts by inhabitant of the district for one year,1788,7,26,1,1,,,New York State Ratifying Convention,New York,,"That the legislatures of the respective states may make provision, by law, that the electors of the election districts, to be by them appointed, shall choose a citizen of the United States, who shall have been an inhabitant of such district for the term of one year immediately preceding the time of his election, for one of the representatives of such state.","Elliot Jonathan (Editor). Debates in the Several State Conventions, on the Adoption of the Federal Constitution, as Recommended by the General Convention at Philadelphia, in 1787. vol. 1, Philadelphia, J. B. Lippincott Company, 331. ",no,,
,State Ratifying Conventions,Certain Rights Inalienable,1788,8,2,1,1,,,First North Carolina State Ratifying Convention,North Carolina,,"That there are certain natural rights, of which men, when they form a social compact, cannot deprive or divest their posterity, amorng which are the enjoyment of life and liberty, with the means of acquiring, possessing, and protecting property, and pursuing and obtaining happiness and safety.","Elliot Jonathan (Editor). Debates in the Several State Conventions, on the Adoption of the Federal Constitution, as Recommended by the General Convention at Philadelphia, in 1787. vol. 4, Philadelphia, J. B. Lippincott Company, 243. ",no,,Proposed Bill of Rights
,State Ratifying Conventions,Popular Sovereignty,1788,8,2,1,1,,,First North Carolina State Ratifying Convention,North Carolina,,"That all power is naturally vested in, and consequently derived from, the people; that magistrates, therefore, are their trusteed and agents, and at all times amenable to them.","Elliot Jonathan (Editor). Debates in the Several State Conventions, on the Adoption of the Federal Constitution, as Recommended by the General Convention at Philadelphia, in 1787. vol. 4, Philadelphia, J. B. Lippincott Company, 243. ",no,,Proposed Bill of Rights
,State Ratifying Conventions,Arbitrary Power,1788,8,2,1,1,,,First North Carolina State Ratifying Convention,North Carolina,,"That government ought to be instituted for the common benefit, protection, and security, of the people; and that the doctrine of non- resistance against arbitrary power and oppression is absurd, slavish, and destructive to the good and happiness of mankind.","Elliot Jonathan (Editor). Debates in the Several State Conventions, on the Adoption of the Federal Constitution, as Recommended by the General Convention at Philadelphia, in 1787. vol. 4, Philadelphia, J. B. Lippincott Company, 243. ",no,,Proposed Bill of Rights
,State Ratifying Conventions,No Hereditary Positions,1788,8,2,1,1,,,First North Carolina State Ratifying Convention,North Carolina,,"That no man or set of men are entitled to exclusive or separate public emoluments, or privileges from the community, but in consideration of public services, which not being descendible, neither ought the office of magistrate, legislator, or judge, or any other public office, to be hereditary.","Elliot Jonathan (Editor). Debates in the Several State Conventions, on the Adoption of the Federal Constitution, as Recommended by the General Convention at Philadelphia, in 1787. vol. 4, Philadelphia, J. B. Lippincott Company, 243. ",no,,Proposed Bill of Rights
,State Ratifying Conventions,Separation of Powers,1788,8,2,1,1,,,First North Carolina State Ratifying Convention,North Carolina,,"That the legislative, executive, and judiciary powers of government should be separate and distinct, and that the members of the tw'o first may be restrained from oppression by feeling and participating the public burdens : they should, at fixed periods, be reduced to a private station, return into the mass of the people, and the vacancies be supplied by certain and regular elections, in which all or any part of the former members to be eligible or ineligible, as the rules of the constitution of government and the laws shall direct.","Elliot Jonathan (Editor). Debates in the Several State Conventions, on the Adoption of the Federal Constitution, as Recommended by the General Convention at Philadelphia, in 1787. vol. 4, Philadelphia, J. B. Lippincott Company, 243. ",no,,Proposed Bill of Rights
,State Ratifying Conventions,Free Elections,1788,8,2,1,1,,,First North Carolina State Ratifying Convention,North Carolina,,"That elections of representatives in the legislature ought to be free and frequent, and all men having sufficient evidence of permanent common interest with, and attachment to, the community, ought to have the right of suffrage ; and no aid, charge, tax, or fee, can be set, rated, or levied, upon the people without their own consent, or that of their representatives so elected; nor can they be bound by any law to which they have not in like manner assented for the public good.","Elliot Jonathan (Editor). Debates in the Several State Conventions, on the Adoption of the Federal Constitution, as Recommended by the General Convention at Philadelphia, in 1787. vol. 4, Philadelphia, J. B. Lippincott Company, 243. ",no,,Proposed Bill of Rights
,State Ratifying Conventions,Suspending Laws,1788,8,2,1,1,,,First North Carolina State Ratifying Convention,North Carolina,,"That all power of suspending laws, or the execution of laws, by any authority, without the consent of the representatives of the people in the legislature, is injurious to their rights, and ought not to be exercised.","Elliot Jonathan (Editor). Debates in the Several State Conventions, on the Adoption of the Federal Constitution, as Recommended by the General Convention at Philadelphia, in 1787. vol. 4, Philadelphia, J. B. Lippincott Company, 243. ",no,,Proposed Bill of Rights
,State Ratifying Conventions,Witness and Self Incrimination,1788,8,2,1,1,,,First North Carolina State Ratifying Convention,North Carolina,,"That, in all capital and criminal prosecutions, a man hath a right, to demand the cause and nature of his accusation, to be confronted with the accusers and witnesses, to call for evidence, and be allowed counsel in his favor, and a fair and speedy trial by an impartial jury of his vicinage, without whose unanimous consent he cannot be found guilty, (except in the government of the land and naval forces;) nor can he be compelled to give evidence against himself.
","Elliot Jonathan (Editor). Debates in the Several State Conventions, on the Adoption of the Federal Constitution, as Recommended by the General Convention at Philadelphia, in 1787. vol. 4, Philadelphia, J. B. Lippincott Company, 243. ",yes,"5, 6",Proposed Bill of Rights
